Site	Abundance.trend	Richness.rarefied.trend	Evenness.evar.rarefied.trend	Cropland.2015	Cropland.diff	Built.2015	Built.diff	Precip.2018	Precip.diff	Temp.2018	Temp.diff	Lon	Lat	Elevation	EcoI	EcoII	CDL.prop.cropland.2018	CDL.N.crops.2018	CDL.edge.density.2018	Field.size.index	Avg.field.area.km	N.fields	Livestock.density
Baraboo, WI._-89.7387_43.4891	0.065330298309395	-0.062633085749289	-0.085327219896358	0.020957208	-0.022895461	0.028435953	0.024144107	75.8010433713595	2.4177086253961	8.08958346202659	0.62375003706353	-71.9685	43.8898	304.487534626039	8	8.1	0.298851375146488	30	177.409780985978	0.429000577700751	0.190219225037258	671	3823.37065542853
Barataria, LA._-90.12_29.72	-0.158610668055389	-0.100491573117262	0.019238561166002	0.069200192	-0.203938201	0.461830914	-0.118706929	137.814585546652	4.15625025828601	21.4802087148031	0.720208366712001	-83.21	42.75	1.03488372093023	8	8.5	0.000298438569404875	6	54.9133599673177	0	NA	0	203.586127158005
Barnegat, NJ._-74.2231_39.7533	-0.185072948308332	-0.062118595591045	0.080367511969574	0.417866001	-0.873318405	0.08998093	0.062684269	108.81979393959	11.7939588069911	13.2010418873591	0.912708329440401	-89.7387	43.4891	17.5666003976143	8	8.5	0.0010067225772098	12	158.494821477242	0.0230487804878049	NA	0	127.621388921067
Barnstable_-70.2996_41.7012	0.061751215844951	-0.131152334032261	-0.10340246120194	0.012040423	-0.014522154	0.027914513	0.021848058	115.948960781097	7.447292379538	11.706250237301	0.8154167205095	-90.12	29.72	11.9227053140097	8	8.5	0.0103220654025287	13	152.705824931098	0.0429928741092637	NA	NA	72.7164740611863
Bath Co._-79.8028_38	0.069892863836364	-0.058763704464125	-0.06820336302696	0.002476258	-0.002476258	0.185327179	-0.048444448	106.509376684825	7.3402079264327	10.9729168014601	0.828749957991199	-74.2231	39.7533	663.218424962853	8	8.4	0.0274194992390104	15	83.835520142184	0.0136420525657071	0.2181	6	316.423400352222
Bear Island_-91.9167_47.7833	0.01027840972688	-0.090740997103985	-0.078142357434935	0.005989526	-0.018591658	0.266507026	-0.050485081	68.4052094221115	3.95020825862879	3.29895837605	0.13395831504216	-70.2996	41.7012	451.09693877551	5	5.2	0.000266592922554756	4	273.087311834803	0	NA	NA	48.9866942125595
Bear Trap Junction, MN._-92.4833_46.8833	0.027446617991461	-0.319553737633074	-0.244003115040091	0.119573137	-0.274726494	0.374465027	0.05089498	68.2906258801619	3.3631247043609	5.40312503526608	0.32145829995473	-80.869	35.4425	405.90414507772	5	5.2	0.00986801529542371	12	262.241843302814	0.0594447468698966	0.1611	1	66.4226055172315
Beardstown, IL._-90.4278_39.9484	-0.01134351720086	-0.07808308347465	-0.067075072236632	0.050047673	-0.070512275	0.044607579	0.044607579	89.2489601771037	9.4939586718877	12.1541668431213	0.7516666176419	-79.8028	38	148.235465116279	8	8.3	0.580996395120282	17	117.850255577749	0.7278928136419	0.314597770700637	942	7015.87560519271
Beartooth Butte, WY._-109.6_44.93	0.078427822495613	-0.114660308905489	-0.12007932509813	0.187192589	-0.360030389	0.394768114	-0.00700033	40.4843756159147	-1.8997918327649	2.34062502393499	0.32729168512548	-94.95	29.75	2632.79076086957	6	6.2	0.000493930440354562	4	102.389270896338	0	NA	0	217.25875936912
Beaver Creek Reserve, WI._-91.2701_44.8134	-0.155329162340804	-0.05793260871933	0.13913469523757	0.000611105	-0.000611105	0.02807299	0.022802532	74.3656261761983	4.66479181051251	7.65312513941899	0.69895832113301	-91.9167	47.7832999999999	299.401617250674	8	8.1	0.335704778900501	18	190.479600992347	0.578905809362662	0.176355677154583	731	1653.95514871794
Belleplain, NJ._-74.9333_39.25	-0.077316587039482	-0.075206699032449	0.004446038162127	0.032715294	-0.038117704	0.031194578	0.031194578	98.6895850896835	8.4612502972285	13.6270835685233	0.984583371443	-92.4833	46.8833	7.1402027027027	8	8.5	0.0190098340124737	32	149.179210285834	0.0624846248462485	0.140452941176471	17	148.41044157678
Bemidji, MN._-94.8837_47.4601	0.052651349561033	-0.057229667760368	-0.07830304729788	0.689640002	-1.510021639	0.054226653	0.033623777	59.6593762338161	1.14437509079769	5.2614584993571	0.49229173076649	-90.4278	39.9484	423.888318356868	5	5.2	0.0743332232483556	26	232.745506079211	0.169908651262762	0.35145	2	184.908094015248
Benicia, CA._-122.1847_38.0691	-0.018680200517162	-0.020500812510913	-0.033859796733766	0.000278685	-0.001940505	0.008637249	0.008637249	55.5322927381688	-16.6568752928482	15.2479169567426	0.672083365917199	-109.6	44.93	71.2249190938511	11	11.1	0.00138930836605255	27	133.155064609148	0.0591989987484355	NA	0	2502.99239464243
Berkeley, CA._-122.2577_37.872	-0.054966900200226	-0.074928581976072	-0.046430786778968	0.431314432	-0.909364564	0.051171549	0.043416391	36.5416671495574	-11.5633338168574	15.4791670739651	0.864166857798899	-91.2701	44.8134	143.943430656934	11	11.1	0.000200632727112577	11	166.425603734983	0.00790464240903388	NA	0	954.254222869217
Big Chico Creek Ecological Reserve_-121.7021_39.8445	0.233365756777947	0.029362386356315	-0.125618272938673	0.041725805	-0.067753771	0.052694232	-0.00268442	68.5927091560637	-13.8322923031325	15.9208335975806	0.801666694879501	-74.9333	39.25	494.860465116279	11	11.1	0.00177669367851195	11	176.817828215806	0.0142595978062157	NA	0	426.631646176722
Big Pine Key, FL._-81.3699_24.6908	0.035842036863356	-0.041087469668286	-0.092919944769182	0.020952684	-0.025932626	0.458994367	0.015226211	108.851043728491	1.621875321369	26.0770836472511	0.5095831831296	-72.9218	41.3658	1.13333333333333	15	15.4	0.000605430243569244	5	30.8252042468218	0	NA	NA	2.5906873399853
Binghamton, NY._-75.9_42.1167	-0.213671430565572	-0.032268480240739	0.345901926446228	0.175725171	-0.494260133	0.113692462	0.075401674	91.9645849466324	8.00291675726569	9.14062519379271	0.82895840594235	-94.8837	47.4601	367.533898305085	8	8.1	0.0445983048824161	24	252.181236984866	0.0612846199175015	0.2025	4	741.023204531489
Blackstone Valley Corridor, MA._-71.6117_42.1243	-0.054527202963437	-0.067762858595414	0.016109122182006	0.549262834	-1.281968977	0.070099941	0.04090791	108.295835038026	7.344999905427	10.1072918158025	0.709791622186749	-84.0389	42.1023	117.495798319328	8	8.1	0.0294637279206077	16	211.649138444438	0.0385385975250442	0.1333125	8	341.055698600492
Blackwater River State Forest, FL._-86.789_30.8505	0.067545719441427	-0.096403525881572	-0.165304072161987	0.002870337	-0.055851386	0.333339305	0.080468922	143.97291890656	6.30458302373702	20.453125372529	0.814791761835401	-122.1847	38.0691	56.487012987013	8	8.3	0.0714815809631818	17	193.337378922481	0.137465940054496	0.219989189189189	37	259.415956574871
Blue Mounds, MN._-96.1127_43.7035	-0.063594340849588	-0.066270475225489	-0.023723188973401	0.11926264	-0.248196931	0.249122688	-0.10910481	60.3843761086464	2.4635415673256	7.73541685907791	0.78708340128263	-81.2321	28.3482	470.421636615811	9	9.2	0.787954630913609	23	89.8534981454328	0.793559516963772	0.459657341772152	790	18374.8066610108
Blue Ridge Parkway, VA._-79.0326_37.9609	0.002608866136222	-0.085146297597302	-0.071307546399955	0.15686657	-0.270701219	0.100918436	0.072252046	92.2406263550123	4.44145834048589	13.3677085838281	0.808541705428398	-74.8191	41.0732	620.851796407186	8	8.4	0.11123026357675	20	144.503644871713	0.148965517241379	0.15966	85	2526.23036282466
Bluestem, MN._-96.4734_46.8552	0.047643899276956	-0.053309004048878	-0.075111158522874	0.329388183	-0.844221908	0.495990159	0.031522103	53.9791674613953	0.787499804794798	5.76145849896905	0.66812507185774	-98.3125	26.1915	306.53966189857	9	9.2	0.655320393448885	26	151.587377378811	0.744782608695652	0.344397640449438	890	1044.34966156769
Boerne_-98.7833_29.8667	-0.005042260386531	0.004846503833748	-0.029477587429917	0.000942091	-0.005005423	0.498450695	0.085952446	70.0072929263115	-0.679374919335004	20.3812503715356	0.8620834171772	-122.2577	37.872	475.553191489362	9	9.4	0.0119735459841466	16	166.383477116693	0	0.1254	6	1320.6705954924
Boise Front, ID._-116.144_43.7127	0.081409321325886	-0.072756562465432	-0.095672369346247	5.77278e-05	-5.77278e-05	0.121516926	0.115158065	38.3947923947126	1.0739585320776	10.1562501974404	0.567916656409711	-116.8167	34.25	1322.84965517241	6	6.2	0.00642809821004026	18	138.034671807554	0.0458978772231784	0.1602	2	1799.88263602962
Bok Tower, FL._-81.6431_27.8646	-0.035138405182312	-0.092443934760248	-0.036666313698286	0.000159243	-0.005830843	0.046849185	0.045465868	119.804169148207	17.158334114154	23.500000367562	0.666666684548098	-121.7021	39.8445	43.9512605042017	8	8.5	0.313382593437026	17	183.355947355088	0.309433962264151	0.17695965379494	751	1533.44697539618
Bond Swamp National Wildlife Refuge, GA._-83.5765_32.7288	0.03952843695979	-0.029793440773296	-0.065526811337744	0	0	0.01747569	0.010984873	98.2364600698153	2.30479155778879	18.943750316898	0.835416697462399	-121.5132	36.0732	108.378421900161	8	8.3	0.0504949825323688	27	234.494658910349	0.145212765957447	0.203710344827586	29	302.023667650971
Bonnet Carre Spillway, LA._-90.4583_30	-0.091909415830832	-0.05971272332758	0.038774223839545	0.296908497	-0.666873895	0.046630319	0.046630319	138.239585799476	3.99624974976001	20.9375003327926	0.731666738788299	-85.4167	38.9333	1.68666666666667	8	8.5	0.0641093491971907	9	116.01042557848	0.0065843621399177	0.138545728643216	199	246.452300914213
Boone County, IN._-86.25_39.95	-0.10372981823407	-0.121595386002839	0.012268920905218	0	0	0.038369748	-0.008986319	99.3239596883456	14.6806247989337	12.3291668995128	0.672499996935899	-81.3699	24.6908	269.725433526012	8	8.2	0.224231921658197	18	195.971891177793	0.348446069469835	0.23666421471173	503	1043.0476074529
Borrego Springs, CA._-116.37_33.25	0.093848179289496	-0.223114632259123	-0.133258069105784	0.152226363	-0.276049077	0.233061408	-0.007381805	12.1531252240141	-4.8777083798622	19.6958336830139	0.950000055630998	-75.9	42.1167	502.082018927445	10	10.2	0.0265216474417384	9	144.431004457743	0.0660915726609157	NA	0	284.883074369884
Boyce Thompson Arboretum_-111.0946_33.295	0.204747553108944	0.027582980634357	-0.157131326586311	0.030241687	-0.035639611	0.239363756	0.038394898	29.0989587949589	-5.3635418403894	20.9583337704341	1.0916667739551	-71.6117	42.1243	1091.64444444444	13	13.1	1.59164703635322e-05	4	23.4098119734301	0	NA	0	1692.06110786104
Brazos Bend, TX._-95.6688_29.3734	-0.001328491166874	-0.064698620403391	-0.031612817970865	0.088221945	-0.214947511	0.042083534	0.029107278	90.6416679173708	-2.7383341540893	22.0229170123736	0.677083337307	-86.789	30.8505	17.7759472817133	9	9.5	0.228223436701092	17	174.963874006328	0.468879668049793	0.283663880597015	335	1495.93001346813
Brazos Valley, TX._-96.0502_29.9008	0.039383428216551	-0.083115018681527	-0.100795129486569	0.895422976	-1.880183298	0.055325197	0.047428273	91.8802103797595	-3.0847913026809	21.9250002801418	0.716666605075197	-96.1127	43.7035	47.4098360655738	9	9.5	0.144286475990387	18	192.973520720262	0.637904893177119	0.278416666666667	108	3778.84948332735
Brevard Co. South_-80.5012_27.8803	-0.023516337563149	-0.12299504739966	-0.021658372699696	0.19627917	-0.454062482	0.082930403	0.078640933	121.097919225693	9.357083614668	23.9583337008953	0.742499981323899	-79.0326	37.9609	5.47647058823529	8	8.5	0.0264521030457904	15	98.9410588880555	0.113505948215535	0.2594	27	930.609507660265
Brewster, MA._-70.0167_41.7833	0.152253680815462	0.020511901897351	-0.126184476769285	0.827779779	-1.772293582	0.043883659	0.040554487	115.948960781097	7.447292379538	11.706250237301	0.8154167205095	-96.4734	46.8552	11.3659217877095	8	8.5	0.00149128693676505	13	122.649780097935	0.0291469194312796	NA	NA	96.8601645498623
Bristol Co._-70.9679_41.6326	0.033395044672703	-0.081888671959904	-0.072757593049476	0.007111948	-0.008766892	0.062628136	0.055180888	109.487502177556	7.15583358208299	11.5156252211891	0.828958403474301	-98.7833	29.8667	24.2040133779264	8	8.1	0.0508883469571166	20	224.270423596341	0.0683679525222552	0.14166	30	570.602916558956
Bronx/Manhattan Counties, NY._-73.9_40.86	0.031909348353452	-0.14091220817528	-0.096153985039401	0.007154417	-0.021980522	0.076773625	0.016083587	106.452084978422	16.5587501287465	13.2041669609025	0.7533334090064	-116.144	43.7127	27.3800322061192	8	8.1	0.000182046694977262	7	137.884177688647	0.0274203247143716	NA	0	219.813308853908
Broward Co. North_-80.157_26.2313	0.176375708156395	-0.05575883870076	-0.131431245058741	0.484591038	-0.951101189	0.155250114	-0.1081113	145.645836129785	-1.42666657070299	25.1260420282682	0.592708249886897	-81.6431	27.8646	3.31013916500994	15	15.4	0.000907364025019679	14	217.614629340241	0	NA	0	214.469245882501
Broward Co. South_-80.3135_26.0634	0.179799598094294	-0.061224206364609	-0.152251932077446	0.067335503	-0.115539923	0.177984135	-0.083618075	145.645836129785	-1.42666657070299	25.1260420282682	0.592708249886897	-83.5765	32.7288000000001	3	15	15.4	0.00460770816256695	14	242.671303554328	0	NA	0	253.351271073301
Browder Ridge, OR._-122.0855_44.3158	-0.118864895027535	-0.053304758662621	-0.014734841867963	0.114677867	-0.237831257	0.176703725	0.06418129	100.623959525178	-2.937708370387	9.01145853373843	0.37812507200676	-90.4583	30	1070.90366350068	6	6.2	1.39265236611637e-05	4	59.1996625802267	0.0174061433447099	NA	0	845.85319887561
Bryn Mawr, PA._-75.3406_40.0689	-0.030552047082294	-0.080616002792433	-0.026023522600873	0.349798048	-0.801576102	0.51491698	0.088599005	111.633335232735	15.0191669543587	12.2250001694386	0.7366666076705	-86.25	39.95	82.7018813314038	8	8.3	0.0199333102545431	19	253.399147676404	0.0780072904009721	0.141177272727273	22	1187.14525810445
Bull Creek, FL._-80.9672_28.0844	0.182694107136669	0.067318813351578	-0.147216543772246	0.028965487	-0.054252208	0.047877052	0.047877052	122.94375149409	9.922083171209	23.6208336551984	0.7791667103767	-116.37	33.25	15.0083333333333	8	8.5	0.0188226914797528	11	139.193614489951	0.0615815255423373	0.347089655172414	29	1940.49724580119
Bullfrog Creek, FL._-82.3351_27.77	0.063527911925968	-0.020910776476875	-0.077849926828355	0	0	0.014469703	0.012260674	115.611460839709	17.884792458018	23.5687504410744	0.652083456516301	-111.0946	33.295	16.3351648351648	8	8.5	0.083505455622952	22	221.380419464478	0.126890756302521	0.169907865168539	89	1389.2685050974
Calvert County, MD._-76.7_38.61	NA	NA	NA	0.000254787	-0.002877648	0.678209722	-0.050117169	103.659377038479	10.761875241995	14.5854168919226	0.6637500089904	-82.7286	27.8136	31.9270833333333	8	8.3	0.110682560735635	26	175.021536245551	0.185723153320919	0.148989873417722	237	287.682936932602
Camas National Wildlife Refuge, ID._-112.2643_43.9653	-0.285838145067454	0.039264470844178	0.087755334272644	0.688111323	-1.498410923	0.035396521	0.032773299	24.7718753814697	-1.6956251760324	7.86562512403664	0.54979169913567	-95.6688	29.3734	1485.9795361528	10	10.1	0.337588336410518	20	94.0285382313618	0.396107613050944	0.407190818858561	403	2025.78978342236
Cambridge (rare Charitable Research Reserve), ON._-80.355_43.3817	-0.105904989034813	-0.011647908765884	-0.002308800767367	0.784757514	-1.69291937	0.037843455	0.034943303	85.3885430693626	9.38854163885109	8.43020846648142	0.731875027498849	-96.0502	29.9008	306.997233748271	8	8.1	NA	NA	NA	0.431658001155401	NA	NA	3230.71235014789
Cameron Parish, LA._-93.58_29.75	-0.040201385924035	-0.018938973000913	-0.012363536651784	0.048760533	-0.087084216	0.122059588	-0.091202061	118.787501762311	-2.50583407282801	21.5239586134752	0.7356249829134	-80.5012	27.8803	1	NA	NA	NA	NA	NA	0	NA	0	323.264074887559
Camp Dundurn, SK, Canada._-106.55_51.9	-0.035311503300377	-0.049481744615394	-0.010946620583537	0.0315194	-0.062644037	0.189100478	0.112741369	32.3416672497988	1.270833521088	3.15833341004327	0.26416669708366	-90.42	30.42	510.075934579439	9	9.3	NA	NA	NA	0.340893470790378	NA	NA	513.142949952628
Cape May, NJ._-74.8667_39.0167	-0.026562702268314	-0.047725771846056	-0.052976917195307	0.00244434	-0.00244434	0.170021	0.00522388	98.6895850896835	8.4612502972285	13.6270835685233	0.984583371443	-70.0167	41.7833	2.40793201133144	8	8.5	0.0101396523547764	24	99.7813260053069	0.080840543881335	0.114685714285714	14	110.940279442379
Carlton County, MN._-92.34_46.64	-0.040892806413424	-0.063627824506425	-0.097622175144262	0.033949788	-0.055114541	0.255855522	0.025948205	68.2906258801619	3.3631247043609	5.40312503526608	0.32145829995473	-70.9679	41.6326	302.899739583333	5	5.2	0.0291133570437239	14	203.80671576761	0.140098199672668	0.145285714285714	7	283.200271348587
Catahoula Butterfly Garden_-92.4697_31.5119	0.131691734327165	-0.137088344338009	-0.116607352991138	0.000911675	-0.000911675	0.732260158	-0.024694859	125.010418613752	2.388749694824	19.64166692396	0.656666571895197	-73.9	40.8599999999999	52.0650406504065	8	8.3	0.000563041778495784	9	191.325442790247	0.0237127371273713	NA	0	386.907099238901
Catoosa-Whitfield, GA._-85.0056_34.8749	-0.000278674639524	-0.091585727352199	0.010709757409697	0.000897746	-0.001589596	0.464411618	-0.084225438	133.014585410555	12.887082873781	15.8927086022838	0.856875040366701	-74.147	40.572	265.158385093168	8	8.4	0.0607303801120142	18	270.93169390753	0.0780456026058632	0.160425	12	984.0287214487
Central Berkshire Co._-73.2537_42.4086	-0.041882300411173	-0.058817462063667	-0.033409221701869	0.257740516	-0.518598054	0.056904112	0.039891664	108.000001947085	5.444167351723	9.2125000548549	0.90083323658134	-85.8	34.85	408.688022284123	5	5.3	0.058555659548032	17	206.014247591419	0	0.10908	10	403.272140507577
Central Franklin Co._-72.5097_42.5795	0.02725435887858	-0.082098848024436	-0.052991378547375	0.001550259	-0.002292209	0.792391151	-0.042599203	104.929168343544	5.3158331473668	8.54791679955088	0.88624995358599	-73.8446	40.6807	168.683544303797	8	8.1	0.0815778792894888	20	217.647784427325	0	0.170478	50	350.258008232645
Central Savannah River Valley_-81.9261_33.3756	0.082534189814909	-0.042537530988535	-0.091177276227033	0.003095285	-0.005439143	0.775618709	-0.062655109	98.9135432044665	-0.388125568628297	18.8114586025476	0.771458330750399	-80.157	26.2313	57.9018987341772	8	8.3	0.0456068987380097	24	150.662446006522	0.0190602250165453	0.169413559322034	59	411.144549426947
Central Suffolk Co._-72.7536_40.8627	-0.153617553114373	-0.03622948604256	0.022308117917762	0.012847002	-0.038201832	0.802201149	-0.113742078	106.90625089407	12.8454158663753	12.2375002054808	0.836666709401999	-80.3135	26.0634	20.0501618122977	8	8.5	0.0308901724833097	19	219.327982980733	0	0.155904545454545	22	196.53457933456
Charleston - East, SC._-79.88_32.86	-0.027405862717531	-0.096400836688379	-0.12895533189704	9.95237e-06	-9.95237e-06	0.008529179	0.008529179	107.220835248629	-3.208333096529	19.5947919736306	0.756458394726099	-122.0855	44.3158	2.91607142857143	8	8.5	0.00287109761731899	11	193.817095200579	0.1728	NA	NA	142.452333022235
Charleston - South, SC._-80.1_32.72	-0.154141026690549	-0.120977386395136	-0.035211306246353	0.020459024	-0.043853266	0.016842168	0.016842168	107.830210089684	-2.139791800205	19.5739586055279	0.718958355983098	-112.1574	37.6053	2.56869009584665	8	8.5	0.0231673981291008	21	232.542054116283	0.583711615487316	0.158771739130435	46	150.718926692324
