grid_id	EcoI	EcoII	EcorgnI.x	EcrgnII.x	Cropland.2015	Cropland.diff	Built.2015	Built.diff	Precip.2018	Precip.diff	Temp.2018	Temp.diff	Lon	Lat	Elevation	CDL.prop.cropland.2018	CDL.N.crops.2018	CDL.edge.density.2018	Field.size.index	Avg.field.area.km	N.fields	Livestock.density	Abundance.trend
2110	8	8.2	EASTERN TEMPERATE FORESTS	CENTRAL USA PLAINS	0.753032906	-0.113883128	0.10522072	0.049878655	96.5104183753331	11.7737504084905	11.5864585155311	0.748125004551101	918933.04657	32440.40381	307.499075785582	0.615102585198011	27	90.3212696804524	0.636809544851966	0.253894583455991	6794	4232.833449419	-1.80735485979353
388	9	9.4	GREAT PLAINS	SOUTH CENTRAL SEMIARID PRAIRIES	0.001411224	-0.002470183	0.254176972	0.058847831	72.131251513958	-0.497083401680001	21.1625002821287	0.904999987284402	-181066.95343	-1117559.59619	273.253696037847	0.00304061329083942	19	251.298266266611	0.0263105835806133	0.281007692307692	13	1090.05778340187	-0.395024058001492
2700	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.468480644	0.038733361	0.045905805	0.04061988	75.6359386791786	2.4563541779916	8.47343767224811	0.59968753620051	418933.04657	382440.40381	286.630522088353	0.265427454891738	33	154.856361829379	0.445998739760554	0.194368952922078	2464	3669.28108628974	-1.19216479973108
222	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.313684421	-0.042436552	0.017815053	-0.009251923	120.576043506463	12.343542039394	23.7229170501232	0.723749989271102	1418933.04657	-1317559.59619	18.5557242635894	0.0131960040269496	17	148.807638062652	0.0435809523809524	0.260735869565217	92	2950.34257412557	1.1668074361618
3266	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.017234076	0.012427475	0.054099563	0.027608342	100.491668681304	7.90000053644211	6.68437514438604	0.86020838062589	1818933.04657	682440.40381	382.911508824261	0.0173660848257029	15	175.804389291549	0.0141105569409809	0.218957142857143	7	126.984577946518	0.302462834658535
2711	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.096049598	-0.036404415	0.484951545	-0.045767747	75.6239596009254	5.4089583834012	9.56041678553447	0.62791664982214	968933.04657	382440.40381	285.973191704603	0.0345248146450018	28	229.779158232967	0.158637469586375	0.165134226804124	485	306.807024248127	0.324985132904287
2791	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.452104861	-0.038272214	0.068200391	0.053700289	75.4354182233413	3.8885420272748	8.10364597007477	0.618645861535329	468933.04657	432440.40381	296.848628428928	0.310247728967805	36	185.735460083458	0.438638972967331	0.187296649484536	3492	2858.72113766734	0.231378674209881
353	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.013824606	0.003365953	0.150236532	0.034659888	137.640627254422	5.11812435922599	21.5156252582868	0.716458261012999	568933.04657	-1167559.59619	1.11986681465039	0.000387888191228878	9	92.6192920909272	0	0.0909	1	152.001517513954	-1.05633922490712
2378	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.083705245	-0.007966576	0.178244133	-0.023432578	109.097918629646	11.52750052611	13.2203126950189	0.8782291581854	1718933.04657	182440.40381	26.8231868713605	0.0785153022475572	37	205.576895178913	0.112397970439003	0.186708038585209	622	272.267553602372	-2.05888650640913
2911	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.025465528	0.015574177	0.14154101	-0.04095864	112.718231479327	7.301562980811	11.6109377292451	0.822187561991999	1968933.04657	482440.40381	21.8535407725322	0.0509790081247012	19	125.630881501308	0.0626996890747293	0.168774456521739	368	130.438994454523	2.57503863687647
1866	8	8.4	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS	0.051658219	0.022681062	0.036306044	0.036022307	120.414585133394	9.880416667462	10.3750001758647	0.831666659967311	1318933.04657	-117559.59619	760.616301110208	0.0378807952554996	25	35.7907178384925	0.0242019470228662	0.147518181818182	11	576.018798628822	1.33990779060582
294	9	9.5	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN	0.149396211	-0.015996505	0.073316474	0.006149703	109.003127088149	-4.35604106386501	21.6000002721945	0.652499932050699	118933.04657	-1217559.59619	2.86354515050167	0.123251815545691	14	75.9048439101935	0.179650872817955	0.287184375	96	1008.83185588537	1.54417661814832
3699	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.000966968	0.000540643	0.021220001	0.018075131	67.2583345373472	2.3816667219003	3.69791672611609	0.13458332602555	268933.04657	932440.40381	444.098519888992	0.000152479157916037	8	243.875331425443	0	NA	NA	52.4814671797477	-0.804898526652531
3513	0	0.0	WATER	WATER	0.012159569	0.008222744	0.048271516	0.03541242	67.8854178066055	3.9022915775577	4.90182299911976	0.3459895658462	268933.04657	832440.40381	411.501408450704	0.00238909403555547	14	239.171257985806	0.0231086657496561	0.1611	1	52.6849805127945	-5.94998157669092
2017	8	8.2	EASTERN TEMPERATE FORESTS	CENTRAL USA PLAINS	0.802003698	-0.129665791	0.059733537	0.048242557	89.2489601771037	9.4939586718877	12.1541668431213	0.7516666176419	468933.04657	-17559.59619	186.318698756943	0.71998485914742	25	94.539222864346	0.677593452775935	0.313905993990195	6323	2501.42004270968	-2.02192177557143
3121	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.000616093	0.0001751	0.001321898	0.001321898	40.4843756159147	-1.8997918327649	2.34062502393499	0.32729168512548	-1031066.95343	632440.40381	2642.97285399853	0.000147878140061824	4	107.979342061739	0	NA	0	218.072595365117	-1.19030043915598
3059	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.419336954	-0.066908808	0.044253835	0.039383543	74.8177093466123	5.4218749463558	7.39375013621369	0.68708332093278	368933.04657	582440.40381	321.310791015625	0.35355105959323	27	162.344735220215	0.397999387567623	0.158780086187344	4409	2260.60017988571	-6.15344319101392
2210	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.012602238	0.001775249	0.053608646	-0.001812423	98.6895850896835	8.4612502972285	13.6270835685233	0.984583371443	1718933.04657	82440.40381	4.1309963099631	0.0128122091195067	32	58.450944155938	0.0259383378016086	0.12999512195122	41	51.0991284407524	-2.70977107024643
3601	5	5.2	NORTHERN FORESTS	MIXED WOOD SHIELD	0.165504714	-0.064705633	0.046401667	0.038906585	58.3893239373962	1.1170313591758	4.89973969264732	0.44432293570135	68933.04657	882440.40381	439.331392640894	0.0908315290819458	27	195.064631535763	0.231226910363601	0.179745517241379	145	281.052640037135	-0.306506560378572
2133	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0.097150875	-0.065927967	0.202363349	0.067907097	55.5322927381688	-16.6568752928482	15.2479169567426	0.672083365917199	-2131066.95343	82440.40381	74.1651063829787	0.105488275679272	57	155.796345653479	0.258625367397694	0.263691608391608	429	2258.70270867296	-1.98897913098491
49	9	9.5	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN	0.411075495	-0.327977415	0.188735778	-0.010446354	42.0708341834446	4.7266668890293	23.9895836810271	0.265416612227799	-231066.95343	-1617559.59619	57.9521325559988	0.265660739175133	32	83.6824357132571	0.389152280340119	0.165622842639594	591	2166.9803959556	3.04683109901858
2049	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0.010968067	-0.038026576	0.374557686	0.070357301	38.3640629827278	-12.6976045536576	15.2526045044263	0.8263542751471	-2131066.95343	32440.40381	190.637005649718	0.0107468059447713	47	157.021558417831	0.0342993521991135	0.230228571428571	42	903.058537223504	-2.56291622212182
1227	10	10.2	NORTH AMERICAN DESERTS	WARM DESERTS	0.001991119	-0.00068513	0.207009056	0.163573711	33.2437504120171	-17.9662503615022	14.9010418901841	1.0593750447035	-1831066.95343	-467559.59619	1323.48822695035	0.00304416483637655	15	151.233743822265	0.00320474777448071	0.14724	10	237.144775639007	-1.11784570677335
2475	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0	0	0.013473618	0.013473618	89.1010431044269	-16.4704170968691	12.2875001881039	0.792083337538299	-2031066.95343	282440.40381	1127.28518810839	0.000411529374188721	14	94.1089649706378	0.00960140938119357	NA	0	529.379974069922	-0.0392575897295577
1713	11	11.1	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA	0.111819427	0.000519551	0.021509107	0.015015865	56.4770843010241	-22.5712501117494	13.0625002682209	0.5450000345707	-2131066.95343	-167559.59619	520.251802711278	0.0633115559579935	58	201.296848791487	0.14830626450116	0.1540134	500	544.794785732099	1.10034006933968
1941	8	8.2	EASTERN TEMPERATE FORESTS	CENTRAL USA PLAINS	0.404916037	-0.064297019	0.05451427	0.049220788	105.909637451172	12.7013026972613	12.8888023015655	0.740052088730399	868933.04657	-67559.59619	257.148623362737	0.289856720171037	19	109.902896172517	0.386973522511451	0.213188535564854	3585	2587.22734553972	-1.37250431013728
41	15	15.4	TROPICAL WET FORESTS	EVERGLADES	0	0	0.010061806	2.90193e-05	108.851043728491	1.621875321369	26.0770836472511	0.5095831831296	1468933.04657	-1667559.59619	1.19480519480519	0.000456504272879994	7	6.10563980356179	0	NA	0	0	-0.741013653692291
2813	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.202529677	0.015234323	0.081269093	0.034052742	91.9645849466324	8.00291675726569	9.14062519379271	0.82895840594235	1568933.04657	432440.40381	419.742725880551	0.0651353836930264	26	207.301146441291	0.15480021310602	0.15732380952381	378	804.915131833559	-1.77638379333523
2909	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.041591097	0.028598257	0.231506305	0.040756699	108.295835038026	7.344999905427	10.1072918158025	0.709791622186749	1868933.04657	482440.40381	146.61251596424	0.05096007959651	25	131.053185680383	0.0308086742869352	0.135904761904762	189	404.761648625421	-0.491897100412042
518	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.125947386	-0.076442268	0.043436765	0.020237683	142.671877423457	7.15937507900802	20.2148441125949	0.792552115519801	818933.04657	-1017559.59619	58.8416715715127	0.103124385240568	26	108.467415422189	0.227185422309776	0.196086804123711	970	332.600077122068	0.261606201412889
2781	9	9.2	GREAT PLAINS	TEMPERATE PRAIRIES	0.867166946	-0.094183435	0.080847295	0.054696557	60.3843761086464	2.4635415673256	7.73541685907791	0.78708340128263	-31066.95343	432440.40381	461.401792382375	0.761722449841624	25	62.7763499957352	0.776354679802956	0.391958046082949	5425	16356.0349127391	-4.8416663877317
1868	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.182957836	0.016258883	0.092985673	0.066214317	95.5822929143906	4.33062440057601	14.5781251632919	0.8097915221006	1418933.04657	-117559.59619	346.56805856833	0.0937445742620212	24	152.348169511855	0.107294384571753	0.163366216216216	222	1561.85611964982	-1.95299033143178
3507	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.841273482	-0.109275101	0.053744967	0.03813873	52.6010425190131	0.319374773837602	5.73750010963219	0.605416689983881	-31066.95343	832440.40381	314.651260504202	0.382860110627811	26	84.5528122062648	0.758038254046101	0.381901942319011	5097	871.33443349767	-0.715812363305679
336	9	9.4	GREAT PLAINS	SOUTH CENTRAL SEMIARID PRAIRIES	0.010590671	0.000886669	0.059281456	0.048963523	54.1875009412567	2.8033334881067	20.8072920540969	0.7939583718777	-281066.95343	-1167559.59619	529.892920880428	0.013727777348147	24	166.58813970829	0.00633697813121272	0.15681375	80	844.806834927925	-0.81400510173516
3021	10	10.1	NORTH AMERICAN DESERTS	COLD DESERTS	0.2640903	-0.066609127	0.199557413	0.080462696	38.3947923947126	1.0739585320776	10.1562501974404	0.567916656409711	-1531066.95343	582440.40381	942.20024968789	0.182659206637724	40	179.483387963819	0.296872393661385	0.166625029515939	2541	3657.73654435077	3.24867456201419
221	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.358854226	-0.042776654	0.127771156	-0.120241494	119.804169148207	17.158334114154	23.500000367562	0.666666684548098	1368933.04657	-1317559.59619	33.6725288053366	0.213094925707483	21	175.78059829677	0.217229129662522	0.186325471698113	2756	1878.00867683969	-0.731921161221971
836	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.079851862	0.025131432	0.113774404	-0.017172172	95.6916681528091	1.0850001335144	18.7239586015542	0.942291730642303	1118933.04657	-767559.59619	123.912867859204	0.040305649207001	31	244.187173926874	0.116465475615645	0.194169421487603	121	317.33091788764	-0.335555518636255
352	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.089561221	0.004068956	0.128582388	0.03983003	137.814585546652	4.15625025828601	21.4802087148031	0.720208366712001	518933.04657	-1167559.59619	1.28696467646139	0.0399591172756267	11	82.0255142447398	0.0660443116753796	0.169686397058824	544	320.508520427392	-4.11455158682881
2107	8	8.2	EASTERN TEMPERATE FORESTS	CENTRAL USA PLAINS	0.638616551	-0.11533581	0.27441781	0.069902391	99.3239596883456	14.6806247989337	12.3291668995128	0.672499996935899	768933.04657	32440.40381	273.181866104375	0.543188598997014	24	141.931813105558	0.611535068372298	0.29772493722233	5177	1542.22834244034	0.731075862106922
994	10	10.2	NORTH AMERICAN DESERTS	WARM DESERTS	0.001718656	0.000930818	0.026096048	0.025669723	12.1531252240141	-4.8777083798622	19.6958336830139	0.950000055630998	-1781066.95343	-617559.59619	365.301582733813	0.00260747034341549	11	85.9465996008694	0.0250240615976901	NA	0	1169.85341496485	0.762590742627789
929	10	10.2	NORTH AMERICAN DESERTS	WARM DESERTS	0	0	0.011713055	0.010716736	29.0989587949589	-5.3635418403894	20.9583337704341	1.0916667739551	-1331066.95343	-667559.59619	1078.57191977077	5.12015531605384e-05	8	25.5458342743664	0	0.117	1	966.234673244605	2.92929736695304
292	9	9.5	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN	0.52761395	-0.153932214	0.301732113	0.098590988	96.0458344519138	-3.05000044306119	21.7041669388612	0.684999897082598	18933.04657	-1217559.59619	26.9101725163593	0.208643854875217	25	227.875445066886	0.497168742921857	0.250600258564964	1547	1559.40476708577	0.294545893650788
342	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.462889598	-0.143727239	0.315641983	0.09059302	95.3695327863097	-3.0510938992103	21.6619794319073	0.7030207693576	18933.04657	-1167559.59619	56.8718934911243	0.0629531911709471	28	233.208693020286	0.508222222222222	0.265648846153846	260	2012.88775044017	0.521441214082952
269	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.018657066	-0.001941094	0.147888521	-0.032794839	122.94375149409	9.922083171209	23.6208336551984	0.7791667103767	1468933.04657	-1267559.59619	5.53904555314534	0.0182693080985443	19	60.2057559809918	0.0156708860759494	0.279	29	326.335239834005	-1.75973918716071
2912	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.000790422	0.000465637	0.059071343	-0.005870171	118.264585534732	6.87958409388901	11.7208335806305	0.813333340610001	2018933.04657	482440.40381	9.76442307692308	0.00294130025110942	15	61.3166020774716	0.00949414670819461	NA	NA	30.5773901510553	2.46608381044897
2820	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.026267009	0.008831624	0.205663152	0.008036331	108.000783219934	7.35557317733799	11.6570314696291	0.812447945626101	1918933.04657	432440.40381	27.9397535371976	0.0665427831442144	26	80.2354065313002	0.008099084544965	0.137360869565217	69	445.693406096864	1.04462307182445
2550	5	5.3	NORTHERN FORESTS	ATLANTIC HIGHLANDS	0.004434506	0.002441983	0.672166467	-0.049055576	114.443752169609	18.8304171641667	12.6593751655115	0.8768749459181	1718933.04657	282440.40381	43.8875934230194	0.00105600034145815	22	99.2170106522689	0.0305243649841927	NA	0	225.550849697865	-0.570801373959184
2551	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.001033841	-0.002706143	0.382114989	-0.012464284	108.164064129194	15.1211459954583	13.0046877499359	0.7663542053351	1768933.04657	282440.40381	19.993006993007	0.000384031097625558	15	102.868707536708	0.00131004366812227	NA	0	101.876634389635	-3.58662017707708
126	15	15.4	TROPICAL WET FORESTS	EVERGLADES	0.048219528	0.013083505	0.361079366	-0.056043546	145.645836129785	-1.42666657070299	25.1260420282682	0.592708249886897	1518933.04657	-1467559.59619	3.53650479022134	0.0323522056444861	16	126.126944236191	0.0378392282958199	0.415582978723404	282	352.157199751104	1.29408294573048
104	15	15.4	TROPICAL WET FORESTS	EVERGLADES	0.013475336	0.002334707	0.429885331	-0.06137572	134.800002788504	-3.821665987372	25.4729170004527	0.584583234787001	1518933.04657	-1517559.59619	2.08268907563025	0.00959498540465302	14	135.22211139276	0	0.193965517241379	87	207.406228121644	2.58151527284101
3375	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.000279952	0.000279952	0.008673094	0.008673094	86.6583346445113	-3.3312500348315	7.85364601990053	0.38239589068884	-1931066.95343	782440.40381	1097.30364173228	6.36292499600627e-05	13	63.9365656992313	0.01068340881021	NA	0	671.57555695842	-0.242570246729401
1729	10	10.1	NORTH AMERICAN DESERTS	COLD DESERTS	0.00502885	-0.000486013	0.010732272	0.010732272	26.7854171345631	-1.8137501190106	8.10416680015624	0.793333313986659	-1331066.95343	-167559.59619	2238.96485971125	0.00399546743237156	11	103.574657566655	0	0.135306	50	98.9188751567128	-1.78669998662286
2377	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.056076692	0.003414811	0.663541287	-0.082440779	109.637762233615	13.6650525420905	12.9070314547086	0.817239575433399	1668933.04657	182440.40381	35.4300026364355	0.0521729255762152	46	130.44145699048	0.126849707795788	0.156864025695931	467	433.249925825745	-2.63216052119603
268	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.332671798	-0.001026309	0.047316392	-0.039481246	122.94375149409	9.922083171209	23.6208336551984	0.7791667103767	1418933.04657	-1267559.59619	14.6348484848485	0.0267529891652352	19	141.059874307297	0.113674889310563	0.22741875	288	1652.07898266149	1.49874894696045
220	8	8.5	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS	0.194325841	-0.172297713	0.275684119	-0.129061343	115.611460839709	17.884792458018	23.5687504410744	0.652083456516301	1318933.04657	-1317559.59619	31.4478787878788	0.0712817210641056	28	247.684205626459	0.136639188332276	0.175000896860987	669	1497.12818905426	1.03347087959216
1764	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.2796527	0.009791975	0.102130699	0.046360929	88.2411474039157	4.0240626126528	13.7882814630284	0.757239590325199	418933.04657	-167559.59619	187.372343287598	0.139977073365232	18	148.11056998557	0.238636363636364	0.217092301038062	1156	1608.25635661686	-1.5024786635825
2077	6	6.2	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA	0.216776386	0.048122971	0.318855033	0.178520988	36.7669276436791	-0.388906329063104	8.95312517155738	0.552291692816651	-731066.95343	32440.40381	1752.6029528078	0.165737990917915	27	205.728071547519	0.254144620811287	0.181356581986143	1299	1109.9672344512	-0.340226126820731
2039	8	8.3	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS	0.151434972	0.003140096	0.123534122	0.061640322	100.623960067828	9.8922915865973	14.7473960492644	0.7207291748414	1568933.04657	-17559.59619	30.479823269514	0.118210212624711	38	86.9862487915385	0.131375196939005	0.153693975903614	1162	351.975713321902	0.0948478476409997
3027	10	10.1	NORTH AMERICAN DESERTS	COLD DESERTS	0.298245286	-0.019215397	0.018481724	0.018481724	34.570833787322	-2.205000097553	6.24895838648081	0.52645830890785	-1231066.95343	582440.40381	1553.43867457962	0.269669503213346	24	89.1264326613691	0.306615591676157	0.423056422864167	1627	1284.76160896623	-7.16097402079743
2895	8	8.1	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS	0.695485391	-0.110713033	0.129237128	0.071051646	89.6552098790805	9.57187530597051	7.97916682297364	0.67666675234214	1168933.04657	482440.40381	315.309869739479	NA	NA	NA	0.636443698888656	NA	NA	9640.74446421625	-3.15544252554526
