Species	grid_id	Abundance.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	NCGR	LarvalColor	LarvalHair	AdultSize	AdultColor	Diet.breadth.families
Achalarus lyciades	2816	0.0648834183765823	0.172131985	0.11998931288113	0.06242844	101.91057853821	0.00791271200659573	10.373397608622	0.0180115548263398	-73.74602267	41.94582058	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	688	3.06705695098766	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2907	-0.450070656457002	0.030261005	-0.0174983037713483	0.07706481	104.681572382267	0.00983964932466808	9.13108990574256	0.0192263713930088	-72.9691655	42.25686617	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2639	-1.53294378525562	0.002715645	-0.122482316293169	0.30737173	104.113222866486	0.00827580935166667	11.9260418898342	0.0207968381835502	-73.42532489	41.02355768	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2999	-0.885406546513645	0.02232901	-0.0197810291534122	0.349774025	101.89984157605	0.0109926357891361	9.65769248248006	0.0213803872746686	-71.55817577	42.45711674	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	826	3.68209641992654	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1203	2.18386659845502	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1364	2.25952652741246	0.238467175	0.0350874237715167	0.05317171	120.088143041501	0.00831463131256009	14.5024842087132	0.00319584755756619	-85.20831943	36.00500371	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1363	2.1571929956691	0.35390401	0.0177846978213744	0.055803305	118.439745603464	0.00996303762957708	14.8711541152965	0.00198677870492625	-85.79084653	36.05214937	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1375	-0.691021197441255	0.321111785	-0.193664652093899	0.12116288	101.835899224075	0.000418915778675564	16.4448720507133	0.00632985295141682	-78.86350499	35.31550972	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1032	2.93338450361909	0.10189449	-0.0278483109266104	0.01371276	105.365065794725	0.00684238383934506	16.3750002805908	0.00317227696365524	-94.63137406	34.73655745	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2638	-1.54972609906668	0.0092759	-0.0343771242982897	0.414552885	109.683014732141	0.00869867448106298	10.9568912139377	0.0187962815853593	-74.04051994	41.1221102	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2797	0.495035500465835	0.37465484	-0.0633582603697769	0.09586584	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.89653221	43.31391043	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1123	3.14711627760118	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	463	2.92368297999808	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1264	3.09536554974821	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2637	2.2158084792917	0.12301433	-0.00621702667403539	0.07834888	106.812501772856	0.00898668387401966	9.78750015128977	0.0183212941509963	-74.65760418	41.21797688	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1457	-1.38671530553444	0.139914	-0.187040366956132	0.360959115	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.75857597	35.7354583	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	1292	-2.31728564956634	0.17877268	-0.203174296373993	0.093810695	100.481492092881	0.00058655876716481	16.3736380778062	0.0103097938512656	-79.53515981	34.9702306	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Achalarus lyciades	2995	-0.962352605656513	0.21946726	-0.0179004781505159	0.16747732	99.8923094028082	0.00705483448918715	7.61217962637639	0.0136734023389033	-74.07631219	42.86689273	Hesperiidae	G5	aposematic	yes	47	aposematic	1
Adelpha bredowii	3375	-2.03386360693747	0.00014022	-0.217312762273819	0.004331195	86.6706743720585	0.00288362786188619	7.43733989772124	0.0137791962647054	-122.09408307	44.35916573	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2053	-3.56249571277784	0	-0.213636624079893	0.0014841	77.7852578571735	0.000918477936615045	6.47532063037253	0.0178949508189668	-119.62559253	38.22239868	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1227	-4.24773263460565	0.0023231	-0.0278389190657927	0.12516307	40.2358979682844	-0.00583853234952893	14.2689104553981	0.0210999130782754	-117.10749356	34.27577564	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2216	-7.27796056217839	0.113587465	0.009366921029176	0.08771903	82.3943123756729	0.00187020481368289	14.5437502413988	0.0179502194215506	-122.87111874	38.483018	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2390	-4.14134048257198	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1226	-6.05755340872204	0.015026555	0.150887926988607	0.31719273	46.6724366823641	-0.00440879259102739	12.9317310192646	0.0199568671662957	-117.66425545	34.17999053	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	3373	0.319947921436792	0.29254346	0.0383549668174597	0.093280015	115.465707065538	0.0018452233237972	11.3237181623013	0.0138621324541773	-123.37316042	44.12372248	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1554	-2.5752514571585	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	3467	-2.54554339560571	0.154631015	-0.0972419167299165	0.043178695	116.338864213166	0.00158254785872233	11.1165867406779	0.0142613841901451	-123.5636697	44.52911268	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	660	-6.54278675546683	0.011659125	0.279378199006305	0.002956675	28.3115389077232	0.0038485205348633	16.0858976902106	0.0217692063207327	-109.10757424	31.89576671	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2564	-1.69981835646056	7.2e-06	-0.16928938620506	0.00372492	72.7858987266962	0.000477182692777771	8.74775655078105	0.00965261644824347	-121.16276325	40.57583201	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1225	-5.77466915759525	0.00927622	0.222993965238151	0.73964029	43.0913469479539	-0.00304931730357749	14.4336541432601	0.0196645186513737	-118.21950035	34.08173607	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2132	-5.87042590541068	0.050163265	-0.172790343591565	0.09005909	78.2439111942569	0.00198956546777405	14.7291669173118	0.0195208361012963	-122.70217539	38.07505555	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	596	-8.03336561455794	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1224	-4.39821499031197	0.007076255	0.00971389777265151	0.09394027	33.4971159328826	-0.00312010347310237	16.7493592948995	0.0206525419587344	-118.77319652	33.98102042	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	787	-5.53130098403083	0.001989555	-0.0419214502878137	0.0372243	33.5266031059317	-0.00106449739496015	18.6490387580334	0.0228869779562348	-110.91998099	32.55712826	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Agraulis vanillae	787	1.19911488228825	0.001989555	-0.0419214502878137	0.0372243	33.5266031059317	-0.00106449739496015	18.6490387580334	0.0228869779562348	-110.91998099	32.55712826	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	49	6.10155470075546	0.57500519	0.0243208133934367	0.19392944	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.37082827	26.05737878	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	51	5.68463814969669	0.20044661	-0.0705383308277131	0.16105538	57.9214751513388	0.00607532104978108	23.4689106024229	0.00623484436519719	-97.34498326	26.07460858	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	836	-1.54156066402847	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	980	0.244742554346145	0.06461779	-0.0407368019440093	0.234620635	93.2403862583332	0.000201639207076209	17.2397438967839	0.000470116429323209	-82.15601061	33.55183167	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	750	5.95789026359521	0.33210436	0.0240345012717409	0.03073687	103.006652334657	0.00610938600027277	18.3177887556645	0.00192634161879704	-94.66381159	33.02238206	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	985	-0.520873213870676	0.00402735	-0.0480517051125132	0.029322095	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.36974955	33.20840813	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	826	-0.354994046967094	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1203	2.12919576451134	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1363	3.14405209524518	0.35390401	0.0177846978213744	0.055803305	118.439745603464	0.00996303762957708	14.8711541152965	0.00198677870492625	-85.79084653	36.05214937	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	688	7.83833494816821	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1123	3.93446946229961	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	463	1.74730109682768	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1264	5.82760707307939	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	912	-2.41439941252557	0.016786955	-0.0613323246783008	0.235507695	103.68301474346	0.00519196041277094	19.034936159085	0.00733135305993716	-80.01942426	32.85874487	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	459	2.78885608118828	0.0241775	-0.192187685899249	0.1246111	128.23982589477	0.00459416997164056	20.0326926352886	0.00125550295495465	-86.54945252	30.50058808	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1103	5.15112914351172	0.13619463	-0.104604650495709	0.09401904	75.1166679194579	0.0066969743970866	16.8012823211984	0.00672469619682485	-97.51744394	35.1624181	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	104	2.96515819295102	0.01233736	-0.127561668253944	0.46064562	132.594874172257	0.00433157542077788	25.0567311445872	0.0191249224196154	-80.38416352	25.85948538	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	124	2.74042899216673	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	757	4.40684878243964	0.70155943	0.0306496960158638	0.018787035	115.981091702596	0.00672597994500888	18.576282333105	0.00200097032446766	-90.73669935	32.91770906	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	267	7.22323652432109	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1145	-1.47981478267998	0.010191735	0	0.416114515	24.8003209136809	-0.00341369999045199	18.0221157349073	0.0208157073793237	-118.08787557	33.6648018	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	68	6.60636997097388	0.209895405	0.174734177828065	0.03541768	40.5237987284752	0.00612659634639852	23.8648240711444	0.00758060480672036	-98.89924084	26.48423756	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	419	6.51009556554547	0.049064815	-0.113742592904107	0.092267085	109.467843731754	0.000330127922516515	21.9382482196531	0.0143559173318271	-81.26717093	29.51906353	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	367	3.98996393969091	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	710	2.02423717053073	0.00406603	-0.0546448482617896	0.0462516	99.7884629139533	0.000420317496817461	19.8496797879537	0.00775210021701456	-81.38527327	31.72262165	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	294	6.99010031206098	0.15725807	-0.132290307564044	0.07016768	109.572437822819	0.00623033079741052	21.1951926029645	0.00667563694201286	-94.72428291	29.56932098	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	416	3.29841694895066	0.304226335	-0.0753503522483859	0.047375575	114.96602782225	0.000113774664287852	21.1384618985347	0.0092119910928484	-82.85967389	29.70976647	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	175	5.44182795504695	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1059	-0.943511486732151	0.08809832	-0.123866561835704	0.09259726	105.394553126433	0.00345923026259028	18.2782054512929	0.00615679477012312	-79.27088269	33.63086121	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	293	9.96703388643638	0.26454218	-0.115631439921901	0.58549008	100.518270835663	0.00561692483072859	21.1092951939656	0.00728819911706479	-95.2605706	29.57393376	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	400	3.29333261567957	0.21236388	-0.202552810052627	0.045980845	128.13205349751	0.00328934894639952	20.6003208007568	0.00642244455154496	-91.4581532	30.35613004	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1196	4.19991822028554	0.309671335	-0.0153141771160763	0.033697505	117.049040335875	0.00815885359030106	15.7512822774693	0.000916423682036838	-88.80343683	35.39774497	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	336	2.18351177124987	0.010171115	-0.15861302630988	0.03475469	51.0913470591872	0.00510234875657426	20.2990388289476	0.0049252436703776	-99.03112545	29.97099694	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	40	-3.15126249571624	0	-0.133942433982509	0.017192425	104.925322181903	0.00662769788195943	25.7211542374048	0.0182141892249725	-81.62774667	24.6919168	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	222	2.90419209520181	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	705	-1.43816245475026	0.433372115	-0.0210227623431879	0.03406108	101.589424830217	-0.00144318758350399	18.5519234003165	-0.000446496901715951	-84.12324664	32.02271472	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1124	1.67396832913342	0.26535141	0.0499995666315151	0.04923035	120.428848057221	0.00622572192012039	15.3766028115717	-0.000135976668229797	-85.4043743	34.73185312	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1194	5.10841001369848	0.65399569	-0.00044824168819758	0.04680422	112.944232784785	0.00752162069287958	16.6756413081565	-0.00027448628547285	-89.96273125	35.45731237	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	392	6.02799695927616	0.41606869	-0.0104500695744747	0.05821368	98.1474374479208	0.00588844918629393	20.8599362052404	0.00542161757744038	-95.79458121	30.44284487	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	611	3.45513042480829	0.25339969	0.0255241681943921	0.050551575	30.2654652120366	0.00303454736651263	18.5971156469522	0.0120202393156072	-101.88934465	32.0274248	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	173	2.0811052256916	0.041181765	-0.129801688774312	0.18006939	110.426284048038	0.00249591243138119	23.2441510030857	0.0153901546888615	-82.70323722	27.49307983	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1361	1.14652651090881	0.152177165	-0.108108414945046	0.242951305	108.876925069552	0.00953259610428184	15.5067310338744	0.000324125327456443	-86.9581831	36.13860182	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	177	2.28635124843213	0.511956935	-0.0071054203002519	0.10946116	113.596796861062	0.00363844263934291	23.7993593246509	0.0173610240791158	-80.64155553	27.22963535	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	152	0.966790998128153	0.09978101	-0.115571830393742	0.38533821	134.694232747341	0.00436834712538037	24.3089747245495	0.0178998994447019	-80.21453194	26.72586237	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	103	1.8169954450691	4.05e-05	-0.133763102188208	0.001678135	129.630130978731	0.00544827112915155	25.0189105853056	0.0185497973523261	-80.88939687	25.93046339	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	82	1.85679500114064	0.06895236	-0.0897485647997315	0.139019805	116.860258423556	0.00497818735450292	25.2455131854766	0.0185759810118578	-80.46763165	25.42508076	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1202	2.72370350786491	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	618	4.0316298396964	0.06751964	-0.144336884665449	0.02696169	69.7375011150845	0.00640210118058226	18.6429490210154	-0.00313657005827403	-98.01025438	32.15301199	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	402	-2.29172780234989	0.012936165	-0.221098746374188	0.055100245	129.947758910748	0.00342133976340083	20.4849362144103	0.00459592845913486	-90.37630461	30.30972735	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	439	4.71369525581993	0.467739335	-0.0434000945391599	0.05702216	73.8112192383179	0.00499408400858297	20.5842952361474	0.000441374418993465	-97.4301217	30.86695512	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	221	5.72994043270816	0.380331865	-0.0700656496979919	0.1879692	107.721476456294	0.00279572158554178	22.9987182953419	0.0150861479170218	-81.59174976	27.79812764	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	319	0.603665422250987	0.1027013	-0.110942765621793	0.524883975	109.970194159792	-0.000794576182069488	22.5929491030864	0.0154724119312952	-81.4312537	28.66000535	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	296	-0.893540412803095	0.00447724	-0.204400250946316	0.00285488	117.36602755999	0.00552388869618361	21.0740387378595	0.00779337894826874	-93.65198674	29.55273108	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1125	0.38123536426391	0.19561398	0.0204071910907018	0.100897455	118.881732868843	0.00612137837269879	15.5185900046848	0.00093699010139313	-84.83303971	34.68286448	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1224	4.3858412286111	0.007076255	0.00971389777265151	0.09394027	33.4971159328826	-0.00312010347310237	16.7493592948995	0.0206525419587344	-118.77319652	33.98102042	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	149	5.95301667942902	0.380757215	-0.0685397715373041	0.094122055	121.162502129873	0.00418736841615085	23.941346568939	0.0171416786788202	-81.74877453	26.93330432	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	417	-0.0461757824178122	0.203930945	-0.0577132865773184	0.08444092	112.870194143974	0.00100278488386515	21.1259618569643	0.0115504994275501	-82.32796437	29.64861668	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	50	2.84980504030303	0.790601755	0.123841344113475	0.16765871	49.6663470005808	0.00635168346014123	23.7474362605657	0.00673520944783789	-97.85796017	26.06718283	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	342	5.58469993383899	0.534540005	-0.0510918103222413	0.270530335	94.1811714319465	0.00625565862080076	21.2341349243354	0.00604872947434678	-95.79575003	30.0097734	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	269	5.9926969716589	0.01962165	-0.130557633471754	0.16423169	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.47180221	28.09190842	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	126	0.0473225402578992	0.041770885	-0.119805705656223	0.388852515	140.695515543987	0.00409223442008416	24.7041670664763	0.0182306354015312	-80.29980171	26.29307395	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	41	-5.30862222214027	0	-0.133942433982509	0.0101223	106.844232476675	0.00612173121340527	25.6887824107439	0.0186981796758462	-81.12943102	24.62399503	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	220	4.24919425289245	0.28039041	-0.0957311453699633	0.34016286	103.882694313924	0.00147174148837585	23.0730772874294	0.0151872154031718	-82.1103699	27.86305746	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Amblyscirtes aenus	596	-0.787306489508699	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Hesperiidae	G4	cryptic	yes	28.5	cryptic	1
Amblyscirtes aenus	2076	4.42557206019141	0.002933785	-0.0833801482679224	0.01334672	37.2942314912111	0.0068382344597817	-0.266987190008737	0.0127608216658111	-105.72457628	39.93494955	Hesperiidae	G4	cryptic	yes	28.5	cryptic	1
Amblyscirtes aenus	787	4.12748919817889	0.001989555	-0.0419214502878137	0.0372243	33.5266031059317	-0.00106449739496015	18.6490387580334	0.0228869779562348	-110.91998099	32.55712826	Hesperiidae	G4	cryptic	yes	28.5	cryptic	1
Amblyscirtes aenus	660	1.33081073761181	0.011659125	0.279378199006305	0.002956675	28.3115389077232	0.0038485205348633	16.0858976902106	0.0217692063207327	-109.10757424	31.89576671	Hesperiidae	G4	cryptic	yes	28.5	cryptic	1
