grid_id	Site	Rarefied.richness.trend	Rarefied.evenness.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	EcoI	EcoII
1533	Elizabethton, TN._-82.1324_36.3626	-0.105921643782318	0.0183319644730764	0.130939717	0.092916361404679	0.075696161	96.9173091061604	0.00295005179699468	12.0035258622315	0.0041579274566192	-82.1324	36.3626	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1036	Faulkner/Pulaski Counties_-92.3983_34.9017	0.0368230779450129	0.0735630111091792	0.156822117	-0.174917309420268	0.1175113575	105.280450603901	0.00402235525679189	17.4788464718522	0.0006480647732899	-92.3983	34.9017	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1782	Fincastle, VA._-79.8806_37.5122	0.0744440196423156	0.00377946481681153	0.3105767865	0.233074748067854	0.038990802	88.3756427342693	0.00436079913851133	13.0262822572094	0.0104360845314289	-79.8806	37.5122	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1454	Forsyth Co._-80.2936_36.1369	0.057936012823707	-0.0607088869993912	0.10337927	-0.13534768037969	0.4969451165	94.6105787987128	0.00125298961659564	14.8137822665561	0.0125689642004831	-80.2936	36.1369	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
985	Francis Marion National Forest, SC._-79.4754_33.1408	-0.144570694754561	-0.125210297549155	0.005080463	-0.0480741682148515	0.0152498995	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.4754	33.1408	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
905	High Falls, GA._-84.0179_33.1787	-0.193799009918024	-0.359200170226385	0.129552253	-0.0519323564867219	0.0431083345	102.71859151125	0.000841469228327565	17.5756413233586	0.000443601858023196	-84.0179	33.1787	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1059	Hobcaw Barony, SC._-79.1645_33.4312	0.0791523903095207	-0.101632277167799	0.005799896	-0.0477066212948024	0.077557679	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.1645	33.4312	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1453	Iredell Co._-80.85_35.9167	0.0201021039258192	0.0553181738177093	0.522887664	0.00175346386403853	0.05165311	92.7541682567352	-0.00100849550880074	15.7134618140184	0.0117900033219136	-80.85	35.9167	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2378	Lakehurst, NJ._-74.37_40	0.195730986453809	-0.0696052540910534	0.0196356645	-0.0832743759144694	0.268808767	103.61827083123	0.00719332656925591	12.4467950724304	0.0201046995954984	-74.37	40	EASTERN TEMPERATE FORESTS	MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1867	Lexington, VA._-79.477_37.848	-0.00602244105630452	-0.107111692899786	0.2749527865	0.113124217023705	0.05701668	89.4503220671263	0.00497705922436456	12.9788463802244	0.00972664530040708	-79.477	37.848	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1870	Maidens, VA._-77.9575_37.6423	0.0240757609605739	-0.00886587279192673	0.137617983	0.0330650001177029	0.024221279	95.0448733886274	0.00614366978956336	14.553846408016	0.0101662708554833	-77.9575	37.6423	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2462	Mariton Wildlife Sanctuary, PA._-75.2044_40.6093	0.04397504454001	0.0602603783936788	0.2371847125	-0.00200453197261339	0.244071386	104.74936065307	0.00837983458755901	10.5336540310811	0.018644154823909	-75.2044	40.6093	NORTHERN FORESTS	ATLANTIC HIGHLANDS
2728	Meriden, CT._-72.7448_41.5243	-0.0270405365866183	-0.0178590880839827	0.0470771035	-0.00958918707689668	0.387788138	100.890065938998	0.00835130390388087	10.5625002031477	0.02083167674861	-72.7448	41.5243	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
977	Monastery-Panola-Arabia Mountains, GA._-84.0804_33.6191	-0.111328676126021	-0.210483751421714	0.081671675	-0.178917164866474	0.359448567	106.070194051816	0.00250052851196357	17.0573720970215	0.000156510485170379	-84.0804	33.6191	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1939	Monroe/Brown, IN._-86.3277_39.094	-0.103226462414475	-0.0536462645519814	0.0223963685	-0.21821151389461	0.0164379755	98.2830146612265	0.00946736751985858	11.9891028187644	0.00617281223856629	-86.3277	39.094	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1110	Mount Magazine, AR._-93.63_35.17	-0.274050578481444	-0.244611978158142	0.1683010585	-0.122662546317259	0.016758615	99.2528864420377	0.00527031496480975	16.8810900113521	0.00358637451098537	-93.63	35.17	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1266	Nickel Preserve, OK._-94.842_36.0239	-0.0411152475677622	0.041140152147297	0.2428955395	-0.0402970019314439	0.0175416085	97.6544889253684	0.00557622075861065	15.4608976854346	0.00841798961269524	-94.842	36.0239	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2907	Northampton, MA._-72.6043_42.3751	-0.0325091243308079	0.0520719816407552	0.151100696	0.0570007875406289	0.1874533475	102.996155598225	0.0097346717996934	9.58974378422285	0.0196509174603747	-72.6043	42.3751	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2639	Northern Westchester Co._-73.6804_41.2012	0.0206978857564434	0.0773793038672873	0.0104777405	-0.0169550038547676	0.1513135365	108.74647628344	0.00925024025569425	11.4846155902084	0.019378759605556	-73.6804	41.2012	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2999	Northern Worcester Co._-71.8122_42.4333	0.0131078210556887	0.0549689968473431	0.0362208795	-0.0139339786648718	0.1626616155	104.704489066051	0.0111273184800017	9.72307709852854	0.022113863525084	-71.8122	42.4333	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
826	Noxubee National Wildlife Refuge, MS._-88.7929_33.2783	-0.0203716032872205	-0.0350109054190858	0.1871030505	-0.11140532279826	0.015739455	117.685578998656	0.00687414080634368	17.5387823421222	0.00303145000019311	-88.7929	33.2783	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1203	Ocoee, TN._-84.5755_35.1556	0.00193017608799918	-0.0378128997829054	0.188103158	0.0401530693346218	0.0299923605	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.5755	35.1556	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
905	Piedmont/Rum Creek, GA._-83.7471_33.0937	0.0756959433621199	-0.0985177758719742	0.010769118	-0.0305796756652735	0.0223007645	96.2939118651243	0.00049182583199376	17.8432694948637	-0.000272538705186089	-83.7471	33.0937	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
955	Pontotoc Ridge, OK._-96.6081_34.5127	-0.0470788086829476	0.0133293981085933	0.1760288095	-0.0786026013386187	0.012917079	84.6724372286445	0.00593756701707893	17.12307717995	0.00588166918528508	-96.6081	34.5127	GREAT PLAINS	SOUTH CENTRAL SEMIARID PRAIRIES
1843	Powell Gardens, MO._-94.03_38.9441	-0.0559602118608998	0.116713894204478	0.7181611065	0.00127597081649085	0.0651967265	88.4878220328918	0.00609453835776402	13.5272438525676	0.00644766976663989	-94.03	38.9441	GREAT PLAINS	TEMPERATE PRAIRIES
1364	Putnam Co. East_-85.3167_36.1333	0.0886765160899975	-0.0803373545998542	0.1266680775	-0.0619547123132215	0.039999357	121.746796935033	0.00888448875613631	14.2814105166457	0.00419157133298225	-85.3167	36.1333	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1363	Putnam Co. West_-85.6583_36.1545	-0.12609753055143	-0.0835497300003709	0.347622808	0.0101440448422552	0.0748340325	118.439745603464	0.00996303762957708	14.8711541152965	0.00198677870492625	-85.6583	36.1545	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1375	Raven Rock State Park, NC._-78.82_35.41	-0.10810249147066	-0.115381091216278	0.4054223985	-0.182696930173602	0.075736721	101.835899224075	0.000418915778675564	16.4448720507133	0.00632985295141682	-78.82	35.41	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1032	Rich Mountain_-94.3693_34.6846	-0.0124176245265974	-0.0579779416479571	0.0509365585	-0.14940201981529	0.0114851515	111.832373744402	0.00729336277226636	16.1115387405914	0.00214315397072217	-94.3693	34.6846	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
888	Rick Evans Grandview Prairie WMA_-93.7676_33.7889	0.0465298009486271	-0.21076204940344	0.38187543	0.0333611605149614	0.0191149885	112.411219656467	0.00677568520538507	18.0516028629664	0.0034469863915171	-93.7676	33.7889	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2547	Riverlands, PA._-76.1369_41.1023	0.0477729865629756	0.0848573709571549	0.192027131	0.0651179718712384	0.0740616335	93.0282067091037	0.00834618969557228	9.23301298937832	0.014665719008604	-76.1369	41.1023	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2638	Rockland Co._-74.0531_41.132	-0.0325283201855009	-0.0429040028218156	0.00477939	-0.0380798468408265	0.5288111955	110.619553180841	0.00805699564543767	10.429166837667	0.0181358880378755	-74.0531	41.132	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2797	Rogue River, MI_-85.6113_43.2629	0.0482344843343446	0.0479536872827438	0.485649639	-0.0293586901600901	0.0790502545	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.6113	43.2629	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
834	Roland, GA._-84.4157_32.8594	0.00636146253984951	-0.201058087197969	0.073275431	-0.0663497615626458	0.055886818	100.353848043161	-0.00086667667532766	18.222756761771	-0.00143249713051702	-84.4157	32.8594	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2816	Salisbury, CT._-73.4_42	0.157663011813853	-0.156558510350141	0.1144958035	0.00486083590668273	0.0376419225	106.366989166309	0.00983321757569749	8.67243602726226	0.0187188995318242	-73.4	42	NORTHERN FORESTS	ATLANTIC HIGHLANDS
688	Shreveport, LA._-93.7138_32.3692	-0.119068196456337	-0.0876835682403542	0.287184563	-0.0149611686316399	0.285997743	102.900963205558	0.00488882048127788	19.1881413337512	0.00440192962539464	-93.7138	32.3692	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1202	Soddy-Daisy, TN._-85.15_35.2933	0.0832013358379469	-0.00412973740054469	0.1361576475	-0.042364652639953	0.077788007	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.15	35.2933	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1372	Southern Lake Norman, NC._-80.869_35.4425	0.0749869543027892	-0.12103551924761	0.1416880885	-0.147384780176359	0.341511115	91.7115401304685	-0.00180331878862307	16.3833336211168	0.0111463801465291	-80.869	35.4425	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2728	Southern New Haven Co._-72.9218_41.3658	-0.0439725955434739	-0.016628849827367	0.013272659	-0.03636155605316	0.442766832	102.066027580163	0.00963396911316466	11.3740386446604	0.0209186653465869	-72.9218	41.3658	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
2637	Springdale, NJ._-74.8191_41.0732	0.012764032779908	-0.0652602427661273	0.136896928	-0.00317463641673583	0.0660410165	106.812501772856	0.00898668387401966	9.78750015128977	0.0183212941509963	-74.8191	41.0732	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
2550	Staten Island, NY._-74.147_40.572	-0.0797305105608137	-0.0778804694064899	0.000820156	-0.0803157564576762	0.5185889795	105.190386533737	0.00805747542009713	12.1413463465153	0.0199966764104265	-74.147	40.572	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
1123	Stevenson, AL._-85.8231_34.8541	-0.0303094274711761	0.0556349495917481	0.274392112	0.00357838267908392	0.036635183	127.496156020042	0.00698202092002531	15.4128207849004	-0.00112655750488391	-85.8231	34.8541	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1536	Surry Co., NC._-80.5333_36.35	-0.169677683563622	-0.200656255400981	0.321517045	-0.0166305090312116	0.044738013	96.381411942534	0.00123303001460431	14.7641028316262	0.0110142259998064	-80.5333	36.35	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
463	Tallahassee_-84.3045_30.449	0.0199397260300598	-0.143509368296768	0.024738206	-0.200303373139228	0.297107453	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.3045	30.449	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
681	Tarrant Co._-97.4804_32.7247	-0.0180050041772809	0.0157412031120465	0.056521332	-0.143985213166321	0.4482675795	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.4804	32.7247	GREAT PLAINS	SOUTH CENTRAL SEMIARID PRAIRIES
1202	Tennessee River Gorge, TN._-85.3904_35.1244	0.0879170384438993	-0.0582232924351164	0.06394798	-0.0827893991247661	0.1507477985	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.3904	35.1244	EASTERN TEMPERATE FORESTS	OZARK/OUACHITA-APPALACHIAN FORESTS
1264	Tulsa, OK._-95.9224_36.2063	-0.111507482567421	-0.0168800066401216	0.2315279855	-0.0617990728705203	0.531289335	91.4035272590625	0.00842009471723833	16.4185900015709	0.00880477741939225	-95.9224	36.2063	GREAT PLAINS	TEMPERATE PRAIRIES
2995	Vischer Ferry, NY._-73.833_42.7178	0.0586623373380795	0.0868722397754885	0.052858567	-0.0366309115955584	0.583030092	87.991668352714	0.00714720893526047	9.3067309283532	0.0163487497039226	-73.833	42.7178	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
1457	Wake Co._-78.6599_35.8563	0.00864388220389489	-0.0674903731382915	0.017294135	-0.201117949565713	0.6731615505	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.6599	35.8563	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
2727	West Redding/Fairfield Co._-73.4489_41.2958	-0.0143556894040317	0.0365868793825788	0.0108384375	-0.0324655013123735	0.134478705	105.959937700858	0.00796851812076342	11.0746797162753	0.020567979060414	-73.4489	41.2958	EASTERN TEMPERATE FORESTS	MIXED WOOD PLAINS
1292	Weymouth Woods (Southern Pines), NC._-79.45_35.08	0.206825675420435	0.00869153667475243	0.0643432635	-0.202593578615746	0.128978419	99.8714760983219	-0.000253733765466767	16.0285258514759	0.0109416518287434	-79.45	35.08	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
194	Victoria, TX._-97.8_28.85	-0.0289855098937775	0.0803595566477133	0.7316962485	-0.0186073529568911	0.044500281	67.6727576253888	0.00564054459639661	21.5221157073975	0.00936464528828894	-97.8	28.85	EASTERN TEMPERATE FORESTS	SOUTHEASTERN USA PLAINS
49	Bentsen-Rio Grande Valley State Park, TX._-98.3135_26.1915	0.091401334738957	-0.0396553976906149	0.4262653035	0.0285104560322241	0.4756535985	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.3135	26.1915	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
51	Brownsville, TX._-97.45_25.93	NA	NA	0.164645412	0.118929090162274	0.5395754755	55.7041676307384	0.00586047205343832	23.746154204393	0.00565237382790154	-97.45	25.93	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
50	Santa Ana National Wildlife Refuge, TX._-98.0616_26.1135	0.0643716372205004	0.00343184061989629	0.6685300865	0.224981447529202	0.2884651905	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.0616	26.1135	GREAT PLAINS	TEXAS-LOUISIANA COASTAL PLAIN
2133	Benicia, CA._-122.1847_38.0691	0.163702499965267	-0.00506936525683249	0.0270665455	-0.17529403399209	0.2887501845	65.1397448375773	0.00175905743853867	14.7871797528022	0.0186437873320847	-122.1847	38.0691	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
2049	Berkeley, CA._-122.2577_37.872	-0.0275701048352681	0.0261327705613904	0.002459962	-0.170308606149806	0.4406583535	42.9750007955978	3.88753700036796e-05	14.8980772281304	0.0198066445327792	-122.2577	37.872	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
1227	Big Bear, CA._-116.8249_34.2432	-0.0431139813605705	0.042519965012559	2.884755e-05	-0.164370726877805	0.0636573	45.3076929465557	-0.00575592469135833	11.2596155710709	0.0205936556471857	-116.8249	34.2432	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
2475	Big Chico Creek Ecological Reserve_-121.7021_39.8445	-0.0517037264944789	-0.243956210237058	0	-0.192905082045375	0.0220280445	75.512501242284	-0.000513390668206368	15.4333335894805	0.0124464923106243	-121.7021	39.8445	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
1713	Big Creek Reserve, CA._-121.57_36.03	-0.0627765794746448	-0.176331584955199	0	-0.166210062549956	0.0088802645	86.5897453707189	-0.00121624904845978	12.7272438192979	0.0167054402288819	-121.57	36.03	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
1713	Big Creek_-121.5132_36.0732	0.0939102195040489	-0.091717099803203	0	-0.166210062549956	0.0085553135	86.5897453707189	-0.00121624904845978	12.7272438192979	0.0167054402288819	-121.5132	36.0732	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
3375	Browder Ridge, OR._-122.0855_44.3158	0.049272680279152	0.102177025280832	4.97362e-06	-0.218405913563984	0.0040057535	100.507052386514	0.0023376173559821	8.59358990705835	0.0136370426972596	-122.0855	44.3158	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA
2053	Dardenelles, CA._-119.8333_38.3411	0.00185720142228896	0.070640387307122	0	-0.213636624079893	0.002671887	77.7852578571735	0.000918477936615045	6.47532063037253	0.0178949508189668	-119.8333	38.3411	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA
3373	Eugene, OR._-123.0886_44.0335	0.0800240939506665	-0.0168906071146937	0.308361475	-0.12847531876811	0.375441573	105.843591744988	0.00152765988493595	11.8208335737387	0.0138174002148713	-123.0886	44.0335	MARINE WEST COAST FOREST	MARINE WEST COAST FOREST
1554	Giant Sequoia National Monument South_-118.4833_36	0.142929460709734	0.164290579709718	0.000690894	-0.166978167383887	0.0055428625	54.1615394908362	0.00248223503580396	6.71025650231884	0.0170013875158065	-118.4833	36	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA
1797	Hastings Reservation, CA._-121.4993_36.336	-0.191628154671838	-0.101014754080072	0.0068282825	-0.160375380131609	0.0065146545	68.4195523196354	9.82775552332792e-05	12.7012823040669	0.0172496743039164	-121.4993	36.336	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
1328	Los Alamos, NM._-106.3216_35.8797	0.127419151391968	-0.0405944873103352	0.000899048	0	0.0266926005	34.1490389263878	0.00350088242681607	9.67788479278963	0.0122595450483493	-106.3216	35.8797	NORTHWESTERN FORESTED MOUNTAINS	WESTERN CORDILLERA
2132	Marin Co._-122.5655_37.9663	0.0842913937875525	0.0769926023317958	0.022315211	-0.196066138602221	0.2395489345	78.3435909460084	0.000957330365879334	14.2826926096892	0.0195252846385245	-122.5655	37.9663	MEDITERRANEAN CALIFORNIA	MEDITERRANEAN CALIFORNIA
3467	Mary's Peak, OR._-123.55_44.51	-0.224810556157563	-0.230516016350952	0.025367974	0.281917816730597	0.026987277	136.323079456886	0.00112939061749592	10.4727566005328	0.0148663927848622	-123.55	44.51	MARINE WEST COAST FOREST	MARINE WEST COAST FOREST
