Species	grid_id	Abundance.trend	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	AdultSize	Diet.breadth.families
Achalarus lyciades	2377	-2.55525897846507	0.054448405	-0.108792000655625	0.704605825	102.984777300786	0.0055189915901771	12.4121796882962	0.0183914030378302	-75.07406216	39.97854793	Hesperiidae	47	1
Achalarus lyciades	2998	-1.47719477588365	0.021971235	0.0441252182459608	0.0556763	96.245514686291	0.0105462334735524	9.15224374140589	0.0195185567649437	-72.18455731	42.56364832	Hesperiidae	47	1
Achalarus lyciades	980	0.846693369260931	0.06461779	-0.0407368019440093	0.234620635	93.2403862583332	0.000201639207076209	17.2397438967839	0.000470116429323209	-82.15601061	33.55183167	Hesperiidae	47	1
Achalarus lyciades	2640	-2.13418542436067	0.044593145	-0.0842624877577803	0.27774565	101.070193724755	0.00850399274224454	11.7756412185442	0.0209217795001422	-72.81206193	40.9223309	Hesperiidae	47	1
Achalarus lyciades	2622	-2.43376970393926	0.47449671	-0.105017369641001	0.104525265	76.7092961852367	0.010377453372991	9.26570529662646	0.00921617128451716	-84.10874889	42.32652711	Hesperiidae	47	1
Achalarus lyciades	1351	0.665062451166865	0.22877541	-0.0938621630741223	0.02899868	97.0839761999937	0.00318194503568207	15.6596156542118	0.00676020590681153	-92.82919788	36.4131345	Hesperiidae	47	1
Achalarus lyciades	1203	1.51490962679492	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Hesperiidae	47	1
Achalarus lyciades	955	-4.10736423841676	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Hesperiidae	47	1
Achalarus lyciades	2210	-1.47138732999618	0.011711805	-0.0799624460011127	0.054518185	94.4894246260325	0.00214064643234218	13.0878207295035	0.0167319571524406	-74.74431021	39.05766649	Hesperiidae	47	1
Achalarus lyciades	1364	0.966772153201556	0.238467175	0.0350874237715167	0.05317171	120.088143041501	0.00831463131256009	14.5024842087132	0.00319584755756619	-85.20831943	36.00500371	Hesperiidae	47	1
Achalarus lyciades	1363	0.951209627836858	0.35390401	0.0177846978213744	0.055803305	118.439745603464	0.00996303762957708	14.8711541152965	0.00198677870492625	-85.79084653	36.05214937	Hesperiidae	47	1
Achalarus lyciades	1375	-5.08146071792436	0.321111785	-0.193664652093899	0.12116288	101.835899224075	0.000418915778675564	16.4448720507133	0.00632985295141682	-78.86350499	35.31550972	Hesperiidae	47	1
Achalarus lyciades	1032	-0.571907786503567	0.10189449	-0.0278483109266104	0.01371276	105.365065794725	0.00684238383934506	16.3750002805908	0.00317227696365524	-94.63137406	34.73655745	Hesperiidae	47	1
Achalarus lyciades	888	-2.03615326497506	0.270508055	0.030912265665571	0.029893325	112.85112359967	0.00669808087038782	18.1080130953819	0.00381228514751823	-93.51123756	33.86302047	Hesperiidae	47	1
Achalarus lyciades	2547	-0.561472268187801	0.12280658	-0.0509099269995924	0.08075224	96.7681907812754	0.00850041681725818	9.85528865677472	0.0158525738151408	-76.0302221	40.98761889	Hesperiidae	47	1
Achalarus lyciades	2638	-2.43732069296489	0.0092759	-0.0343771242982897	0.414552885	109.683014732141	0.00869867448106298	10.9568912139377	0.0187962815853593	-74.04051994	41.1221102	Hesperiidae	47	1
Achalarus lyciades	2797	-2.06882195517825	0.37465484	-0.0633582603697769	0.09586584	75.3733987533129	0.0130448033320085	8.7294873626043	0.0117667440068453	-85.89653221	43.31391043	Hesperiidae	47	1
Achalarus lyciades	834	2.38331475043112	0.14719595	0.00513799273449822	0.034895745	105.911219832225	3.94795003900606e-05	18.1051285060552	-0.000642414233537997	-84.53965079	32.92935552	Hesperiidae	47	1
Achalarus lyciades	688	-0.528596318289454	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Hesperiidae	47	1
Achalarus lyciades	1202	1.52546973812944	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Hesperiidae	47	1
Achalarus lyciades	2209	-1.8372141539051	0.203823335	-0.104542873392615	0.05507309	98.6246811243204	0.00453048920560235	13.5243592012483	0.0141183187372431	-75.34292904	39.15070629	Hesperiidae	47	1
Achalarus lyciades	1843	1.36036351899969	0.79685295	0.037575074838606	0.04580285	86.4492001647655	0.00576723274751327	13.1145034299578	0.0074871649421953	-93.93055867	38.9870389	Hesperiidae	47	1
Achalarus lyciades	1277	-0.834229085836224	0.21180359	-0.0625532498135134	0.03159601	118.422117292117	0.00915630214501924	15.2487181932546	0.00353945834126613	-88.17672172	35.78951135	Hesperiidae	47	1
Achalarus lyciades	1539	-6.98139458707658	0.16428793	-0.0509922300730238	0.12804653	95.0711556925223	0.00182023779713588	15.0179489667599	0.00832897239995508	-78.6523685	36.15495265	Hesperiidae	47	1
Achalarus lyciades	2728	-2.80113838535354	0.014278565	-0.0387078422080972	0.19666345	102.066027580163	0.00963396911316466	11.3740386446604	0.0209186653465869	-72.65824309	41.33307557	Hesperiidae	47	1
Achalarus lyciades	2816	0.0483516235543879	0.172131985	0.11998931288113	0.06242844	101.91057853821	0.00791271200659573	10.373397608622	0.0180115548263398	-73.74602267	41.94582058	Hesperiidae	47	1
Achalarus lyciades	1533	0.546068823976831	0.30582363	0.0951675807233788	0.072699805	92.2445527773637	0.00295134837329644	12.7400643623028	0.00407038867837368	-82.13872189	36.57407642	Hesperiidae	47	1
Achalarus lyciades	1036	-3.9692592668529	0.220648735	-0.158351661527484	0.22334708	105.280450603901	0.00402235525679189	17.4788464718522	0.0006480647732899	-92.33144491	34.69110481	Hesperiidae	47	1
Achalarus lyciades	1782	-2.50883452352232	0.08587057	0.0337697810319869	0.030291505	89.7118603892815	0.00501010592150015	11.7525643277436	0.00944246199753654	-80.09510511	37.63568192	Hesperiidae	47	1
Achalarus lyciades	1454	-1.75372915913511	0.37710314	-0.0171357959824691	0.144461115	93.4942325397562	0.000517471214834795	15.6750002828164	0.0126705551718564	-80.48619376	35.9555033	Hesperiidae	47	1
Achalarus lyciades	985	-0.966981580560344	0.00402735	-0.0480517051125132	0.029322095	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.36974955	33.20840813	Hesperiidae	47	1
Achalarus lyciades	905	4.96339670760868	0.153113155	0.0410199042331909	0.079631655	96.2939118651243	0.00049182583199376	17.8432694948637	-0.000272538705186089	-83.91185813	33.30226978	Hesperiidae	47	1
Achalarus lyciades	1059	-0.70331797098484	0.08809832	-0.123866561835704	0.09259726	105.394553126433	0.00345923026259028	18.2782054512929	0.00615679477012312	-79.27088269	33.63086121	Hesperiidae	47	1
Achalarus lyciades	1453	-0.806408225076871	0.32344444	0.239722543798879	0.06225329	99.5054505459773	-0.000240581920384945	13.2022438309609	0.00944378885903467	-81.06444345	36.02371162	Hesperiidae	47	1
Achalarus lyciades	750	-0.911595334224047	0.33210436	0.0240345012717409	0.03073687	103.006652334657	0.00610938600027277	18.3177887556645	0.00192634161879704	-94.66381159	33.02238206	Hesperiidae	47	1
Achalarus lyciades	1867	-2.8144003679341	0.23779233	0.0939495307191937	0.032661115	89.4503220671263	0.00497705922436456	12.9788463802244	0.00972664530040708	-79.39960399	37.98204312	Hesperiidae	47	1
Achalarus lyciades	1870	-2.36154364933046	0.132530705	0.0264695117740608	0.176946635	95.0448733886274	0.00614366978956336	14.553846408016	0.0101662708554833	-77.6236993	37.74810735	Hesperiidae	47	1
Achalarus lyciades	2462	-2.38895446006062	0.359952015	0.0661647587361536	0.23917506	104.027565822387	0.00725443059602505	10.9216348042306	0.0180631234168768	-75.54837806	40.48401769	Hesperiidae	47	1
Achalarus lyciades	977	3.6437050164684	0.19104676	-0.0391182162429857	0.25663827	103.819232436327	0.00149692605745663	17.0942310797863	0.00193269647087251	-83.83972237	33.72773855	Hesperiidae	47	1
Achalarus lyciades	1939	1.71130507893338	0.184786035	-0.112490321667655	0.04938468	99.2834953512901	0.00976260536264965	12.127724579428	0.00659957488324463	-86.54918153	39.1014691	Hesperiidae	47	1
Achalarus lyciades	1110	-0.657176036985041	0.2450387	-0.0420317750242244	0.026317225	99.5730786522229	0.00575052612384151	16.9887823332579	0.00347065181001641	-93.46566289	35.14637207	Hesperiidae	47	1
Achalarus lyciades	1266	1.98238015395082	0.45780919	0.125137606303607	0.03099304	96.8802901069896	0.0061008005856329	15.4726765497755	0.00703658975270904	-94.60599328	36.01769096	Hesperiidae	47	1
Achalarus lyciades	2907	-0.534408449467272	0.030261005	-0.0174983037713483	0.07706481	104.681572382267	0.00983964932466808	9.13108990574256	0.0192263713930088	-72.9691655	42.25686617	Hesperiidae	47	1
Achalarus lyciades	2639	-2.20127451983783	0.002715645	-0.122482316293169	0.30737173	104.113222866486	0.00827580935166667	11.9260418898342	0.0207968381835502	-73.42532489	41.02355768	Hesperiidae	47	1
Achalarus lyciades	2999	-1.13544232259112	0.02232901	-0.0197810291534122	0.349774025	101.89984157605	0.0109926357891361	9.65769248248006	0.0213803872746686	-71.55817577	42.45711674	Hesperiidae	47	1
Achalarus lyciades	826	3.02781244532149	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Hesperiidae	47	1
Achalarus lyciades	1536	-2.52714294209464	0.242109485	-0.0627786904773032	0.075635515	94.6105787987128	0.00125298961659564	14.8137822665561	0.0125689642004831	-80.39021942	36.37615462	Hesperiidae	47	1
Achalarus lyciades	1372	-2.79658398381625	0.347081625	-0.0194230061014228	0.210225275	92.7541682567352	-0.00100849550880074	15.7134618140184	0.0117900033219136	-80.5810055	35.53442042	Hesperiidae	47	1
Achalarus lyciades	2637	2.47187597630953	0.12301433	-0.00621702667403539	0.07834888	106.812501772856	0.00898668387401966	9.78750015128977	0.0183212941509963	-74.65760418	41.21797688	Hesperiidae	47	1
Achalarus lyciades	1123	2.63886226588561	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Hesperiidae	47	1
Achalarus lyciades	2995	-1.47202309571915	0.21946726	-0.0179004781505159	0.16747732	99.8923094028082	0.00705483448918715	7.61217962637639	0.0136734023389033	-74.07631219	42.86689273	Hesperiidae	47	1
Achalarus lyciades	463	2.43814019191591	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Hesperiidae	47	1
Achalarus lyciades	681	-1.00980423095774	0.101258425	-0.125090651028526	0.261476265	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.46381627	32.59111434	Hesperiidae	47	1
Achalarus lyciades	1264	0.831930535382219	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Hesperiidae	47	1
Achalarus lyciades	1457	-7.15702220238427	0.139914	-0.187040366956132	0.360959115	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.75857597	35.7354583	Hesperiidae	47	1
Achalarus lyciades	2727	-2.06244692102235	0.025223695	-0.0108238961758349	0.227050325	105.959937700858	0.00796851812076342	11.0746797162753	0.020567979060414	-73.27525399	41.43492993	Hesperiidae	47	1
Achalarus lyciades	1292	-6.81336985946493	0.17877268	-0.203174296373993	0.093810695	100.481492092881	0.00058655876716481	16.3736380778062	0.0103097938512656	-79.53515981	34.9702306	Hesperiidae	47	1
Achalarus lyciades	2378	-2.41318998391532	0.08763762	-0.102752788644508	0.19002391	102.997758113421	0.00325371575996006	12.6838143044868	0.019064070349429	-74.46818322	39.88441125	Hesperiidae	47	1
Adelpha bredowii	3375	-2.28722443163424	0.00014022	-0.217312762273819	0.004331195	86.6706743720585	0.00288362786188619	7.43733989772124	0.0137791962647054	-122.09408307	44.35916573	Nymphalidae	82.5	1
Adelpha bredowii	1328	-2.72602454295298	0.011664765	0.26062374177775	0.01284848	34.0487185080942	0.00206393732316863	8.43333349773326	0.0129108584916459	-106.3505929	36.04094796	Nymphalidae	82.5	1
Adelpha bredowii	2132	-2.94380158608905	0.050163265	-0.172790343591565	0.09005909	78.2439111942569	0.00198956546777405	14.7291669173118	0.0195208361012963	-122.70217539	38.07505555	Nymphalidae	82.5	1
Adelpha bredowii	3467	-2.32983680854718	0.154631015	-0.0972419167299165	0.043178695	116.338864213166	0.00158254785872233	11.1165867406779	0.0142613841901451	-123.5636697	44.52911268	Nymphalidae	82.5	1
Adelpha bredowii	1796	-3.03301559221635	0.0043718	-0.168644799555773	0.028124105	86.5897453707189	-0.00121624904845978	12.7272438192979	0.0167054402288819	-122.04659963	36.43839863	Nymphalidae	82.5	1
Adelpha bredowii	1226	-3.78906047852214	0.015026555	0.150887926988607	0.31719273	46.6724366823641	-0.00440879259102739	12.9317310192646	0.0199568671662957	-117.66425545	34.17999053	Nymphalidae	82.5	1
Adelpha bredowii	2564	-2.2624283795455	7.2e-06	-0.16928938620506	0.00372492	72.7858987266962	0.000477182692777771	8.74775655078105	0.00965261644824347	-121.16276325	40.57583201	Nymphalidae	82.5	1
Adelpha bredowii	729	-2.82491294831809	0.00012155	0	0.003759115	21.3871798255266	0.00696447512118925	17.1195515424777	0.017215171354266	-106.41888394	32.58935345	Nymphalidae	82.5	1
Adelpha bredowii	1225	-3.43779545266703	0.00927622	0.222993965238151	0.73964029	43.0913469479539	-0.00304931730357749	14.4336541432601	0.0196645186513737	-118.21950035	34.08173607	Nymphalidae	82.5	1
Adelpha bredowii	2048	-2.93279230430975	0.00209712	-0.186959936903458	0.148188585	78.3435909460084	0.000957330365879334	14.2826926096892	0.0195252846385245	-122.53528767	37.66662565	Nymphalidae	82.5	1
Adelpha bredowii	2053	-2.70359537581177	0	-0.213636624079893	0.0014841	77.7852578571735	0.000918477936615045	6.47532063037253	0.0178949508189668	-119.62559253	38.22239868	Nymphalidae	82.5	1
Adelpha bredowii	3373	-1.90442272953879	0.29254346	0.0383549668174597	0.093280015	115.465707065538	0.0018452233237972	11.3237181623013	0.0138621324541773	-123.37316042	44.12372248	Nymphalidae	82.5	1
Adelpha bredowii	1554	-2.78307519414819	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Nymphalidae	82.5	1
Adelpha bredowii	1797	-2.87370951900728	0.195166555	0.246509287458676	0.04900015	46.1115392539173	0.000160883953849057	13.7849361606133	0.0172366770536231	-121.47814145	36.55277848	Nymphalidae	82.5	1
Adelpha bredowii	657	-3.45325163407837	0.00242365	-0.0647295155863219	0.011934525	31.7102570198954	0.000541442226090749	16.7663464179406	0.0228407551194979	-110.74703005	31.70648463	Nymphalidae	82.5	1
Adelpha bredowii	660	-3.3889027901907	0.011659125	0.279378199006305	0.002956675	28.3115389077232	0.0038485205348633	16.0858976902106	0.0217692063207327	-109.10757424	31.89576671	Nymphalidae	82.5	1
Adelpha bredowii	596	-3.55001652100937	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Nymphalidae	82.5	1
Adelpha bredowii	787	-3.46842116818692	0.001989555	-0.0419214502878137	0.0372243	33.5266031059317	-0.00106449739496015	18.6490387580334	0.0228869779562348	-110.91998099	32.55712826	Nymphalidae	82.5	1
Adelpha bredowii	2133	-2.92560376079625	0.130208045	0.00675563859511681	0.16849974	65.1397448375773	0.00175905743853867	14.7871797528022	0.0186437873320847	-122.12088588	38.19191202	Nymphalidae	82.5	1
Adelpha bredowii	2049	-2.90057582084271	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Nymphalidae	82.5	1
Adelpha bredowii	1227	-3.44617820591813	0.0023231	-0.0278389190657927	0.12516307	40.2358979682844	-0.00583853234952893	14.2689104553981	0.0210999130782754	-117.10749356	34.27577564	Nymphalidae	82.5	1
Adelpha bredowii	2475	-2.36938400064405	0	-0.192784081100916	0.006720295	97.7651460872939	-2.08176834923156e-05	11.8049681463983	0.0131147160304007	-121.60022384	40.05509364	Nymphalidae	82.5	1
Adelpha bredowii	1713	-3.02195451416347	0.11164721	0.0259552674130211	0.01400625	68.4195523196354	9.82775552332792e-05	12.7012823040669	0.0172496743039164	-121.32225005	36.14175632	Nymphalidae	82.5	1
Adelpha bredowii	1224	-3.36629443227889	0.007076255	0.00971389777265151	0.09394027	33.4971159328826	-0.00312010347310237	16.7493592948995	0.0206525419587344	-118.77319652	33.98102042	Nymphalidae	82.5	1
Adelpha bredowii	2216	-3.29787118317042	0.113587465	0.009366921029176	0.08771903	82.3943123756729	0.00187020481368289	14.5437502413988	0.0179502194215506	-122.87111874	38.483018	Nymphalidae	82.5	1
Adelpha bredowii	2134	-2.68455423622544	0.679851605	0.247151522748655	0.117882425	39.4924685900362	0.00159411504199719	16.6193913137301	0.0156199025020069	-121.53757382	38.30623684	Nymphalidae	82.5	1
Adelpha bredowii	1068	-3.04847221571403	0.04317538	0.00613968477652774	0.16444825	29.7144236467922	-0.00618891991223995	17.2041669839468	0.0210235384067734	-117.40860834	33.34461111	Nymphalidae	82.5	1
Adelpha bredowii	656	-3.05770991494699	0.007408705	0.0299198956515542	0.007268035	30.930449152222	-0.00301793410126964	17.8644233636367	0.0228635215741446	-111.29159426	31.6384602	Nymphalidae	82.5	1
Adelpha bredowii	2390	-2.53672791501818	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Nymphalidae	82.5	1
Agraulis vanillae	1123	6.4603876085974	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Nymphalidae	79	3
Agraulis vanillae	51	5.11749372065253	0.20044661	-0.0705383308277131	0.16105538	57.9214751513388	0.00607532104978108	23.4689106024229	0.00623484436519719	-97.34498326	26.07460858	Nymphalidae	79	3
Agraulis vanillae	50	2.34785353819469	0.790601755	0.123841344113475	0.16765871	49.6663470005808	0.00635168346014123	23.7474362605657	0.00673520944783789	-97.85796017	26.06718283	Nymphalidae	79	3
Agraulis vanillae	463	2.47097026781733	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Nymphalidae	79	3
Agraulis vanillae	2049	2.67633026521017	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Nymphalidae	79	3
Agraulis vanillae	1226	4.57098375607068	0.015026555	0.150887926988607	0.31719273	46.6724366823641	-0.00440879259102739	12.9317310192646	0.0199568671662957	-117.66425545	34.17999053	Nymphalidae	79	3
Agraulis vanillae	1225	-0.303920483274467	0.00927622	0.222993965238151	0.73964029	43.0913469479539	-0.00304931730357749	14.4336541432601	0.0196645186513737	-118.21950035	34.08173607	Nymphalidae	79	3
Agraulis vanillae	2133	3.60636613518621	0.130208045	0.00675563859511681	0.16849974	65.1397448375773	0.00175905743853867	14.7871797528022	0.0186437873320847	-122.12088588	38.19191202	Nymphalidae	79	3
Agraulis vanillae	1224	4.34281097066342	0.007076255	0.00971389777265151	0.09394027	33.4971159328826	-0.00312010347310237	16.7493592948995	0.0206525419587344	-118.77319652	33.98102042	Nymphalidae	79	3
Agraulis vanillae	681	0.442826433636823	0.101258425	-0.125090651028526	0.261476265	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.46381627	32.59111434	Nymphalidae	79	3
Agraulis vanillae	1264	3.98657419245927	0.485278665	0.0839693659844662	0.254371515	90.8604182851835	0.00824059108957254	16.4488784817931	0.00799355940623169	-95.77807137	36.02496131	Nymphalidae	79	3
Agraulis vanillae	2048	2.57181341673243	0.00209712	-0.186959936903458	0.148188585	78.3435909460084	0.000957330365879334	14.2826926096892	0.0195252846385245	-122.53528767	37.66662565	Nymphalidae	79	3
Agraulis vanillae	194	2.88324812709722	0.56218808	-0.0628909557013998	0.02355948	67.6727576253888	0.00564054459639661	21.5221157073975	0.00936464528828894	-97.92030916	28.69103515	Nymphalidae	79	3
Agraulis vanillae	49	5.80040343859094	0.57500519	0.0243208133934367	0.19392944	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.37082827	26.05737878	Nymphalidae	79	3
Agraulis vanillae	222	2.5691233120873	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Nymphalidae	79	3
Agraulis vanillae	353	2.7460056318541	0.012139485	-0.223964780559621	0.132890605	128.964425353477	0.00482954148902455	21.0711541573207	0.00425475164846846	-89.87088763	29.85043998	Nymphalidae	79	3
Agraulis vanillae	41	-5.87226628162778	0	-0.133942433982509	0.0101223	106.844232476675	0.00612173121340527	25.6887824107439	0.0186981796758462	-81.12943102	24.62399503	Nymphalidae	79	3
Agraulis vanillae	518	5.89783329031723	0.164160515	-0.0880862860120624	0.033294635	135.704329270058	0.00699991319265958	19.6753208484405	-0.00044920240397556	-87.03868831	30.97284899	Nymphalidae	79	3
Agraulis vanillae	336	0.567960545805191	0.010171115	-0.15861302630988	0.03475469	51.0913470591872	0.00510234875657426	20.2990388289476	0.0049252436703776	-99.03112545	29.97099694	Nymphalidae	79	3
Agraulis vanillae	352	-3.19010021571198	0.08765052	-0.216969948809927	0.108536255	129.711220360719	0.00425712946828369	21.0461541995024	0.00551761358874069	-90.40822885	29.87722723	Nymphalidae	79	3
Agraulis vanillae	292	2.55861131832924	0.604457915	-0.0447323760899123	0.252436765	95.5942324185983	0.00619096957633333	21.2839746903151	0.00679924570286483	-95.79690563	29.57609125	Nymphalidae	79	3
Agraulis vanillae	342	-3.14810220122201	0.534540005	-0.0510918103222413	0.270530335	94.1811714319465	0.00625565862080076	21.2341349243354	0.00604872947434678	-95.79575003	30.0097734	Nymphalidae	79	3
Agraulis vanillae	269	6.36577507859721	0.01962165	-0.130557633471754	0.16423169	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.47180221	28.09190842	Nymphalidae	79	3
Agraulis vanillae	126	0.936110588728911	0.041770885	-0.119805705656223	0.388852515	140.695515543987	0.00409223442008416	24.7041670664763	0.0182306354015312	-80.29980171	26.29307395	Nymphalidae	79	3
Agraulis vanillae	1457	5.54526946808247	0.139914	-0.187040366956132	0.360959115	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.75857597	35.7354583	Nymphalidae	79	3
Agraulis vanillae	268	5.22823919855253	0.333320435	-0.0585733855458917	0.067072705	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.99141695	28.16185744	Nymphalidae	79	3
Agraulis vanillae	220	4.69193323751032	0.28039041	-0.0957311453699633	0.34016286	103.882694313924	0.00147174148837585	23.0730772874294	0.0151872154031718	-82.1103699	27.86305746	Nymphalidae	79	3
Agraulis vanillae	296	-3.07128783427839	0.00447724	-0.204400250946316	0.00285488	117.36602755999	0.00552388869618361	21.0740387378595	0.00779337894826874	-93.65198674	29.55273108	Nymphalidae	79	3
Agraulis vanillae	1125	2.90009763270214	0.19561398	0.0204071910907018	0.100897455	118.881732868843	0.00612137837269879	15.5185900046848	0.00093699010139313	-84.83303971	34.68286448	Nymphalidae	79	3
Agraulis vanillae	912	1.66994107451408	0.016786955	-0.0613323246783008	0.235507695	103.68301474346	0.00519196041277094	19.034936159085	0.00733135305993716	-80.01942426	32.85874487	Nymphalidae	79	3
Agraulis vanillae	459	3.67643515398437	0.0241775	-0.192187685899249	0.1246111	128.23982589477	0.00459416997164056	20.0326926352886	0.00125550295495465	-86.54945252	30.50058808	Nymphalidae	79	3
Agraulis vanillae	320	4.27903345168059	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Nymphalidae	79	3
Agraulis vanillae	367	4.07014687644476	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Nymphalidae	79	3
Agraulis vanillae	1103	2.15145308861215	0.13619463	-0.104604650495709	0.09401904	75.1166679194579	0.0066969743970866	16.8012823211984	0.00672469619682485	-97.51744394	35.1624181	Nymphalidae	79	3
Agraulis vanillae	266	4.74811838529761	0.286590215	-0.0796872072802231	0.13198772	114.194873660421	8.05541735228604e-05	22.8551285175177	0.0151701804826157	-82.03335051	28.29461214	Nymphalidae	79	3
Agraulis vanillae	1056	6.82476008731034	0.168318025	-0.195177926647551	0.220877545	99.1278863423982	0.00257183591252577	17.8060900305326	0.00240724367977081	-80.94903553	33.84545243	Nymphalidae	79	3
Agraulis vanillae	124	3.67126520646661	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Nymphalidae	79	3
Agraulis vanillae	244	-0.0821849028329824	0.60159974	-0.0078870298956722	0.03198929	90.4916681739	0.0061489528651725	21.6038464735716	0.00878247776032275	-95.79804822	29.14178147	Nymphalidae	79	3
