Species	grid_id	Abundance.trend.leftcensored	Cropland.2005_2015	Cropland.trend	Built.2005_2015	Precip.1993_2018	Precip.trend	Temp.1993_2018	Temp.trend	Lon	Lat	Family	NCGR	LarvalColor	LarvalHair	AdultSize	AdultColor	Diet.breadth.families
Adelpha bredowii	1227	-3.25189006885499	0.0023231	-0.0278389190657927	0.12516307	40.2358979682844	-0.00583853234952893	14.2689104553981	0.0210999130782754	-117.10749356	34.27577564	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2475	-2.42212331641446	0	-0.192784081100916	0.006720295	97.7651460872939	-2.08176834923156e-05	11.8049681463983	0.0131147160304007	-121.60022384	40.05509364	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1713	-2.86769277471374	0.11164721	0.0259552674130211	0.01400625	68.4195523196354	9.82775552332792e-05	12.7012823040669	0.0172496743039164	-121.32225005	36.14175632	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	3375	-2.30196391721108	0.00014022	-0.217312762273819	0.004331195	86.6706743720585	0.00288362786188619	7.43733989772124	0.0137791962647054	-122.09408307	44.35916573	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2053	-2.65093375965286	0	-0.213636624079893	0.0014841	77.7852578571735	0.000918477936615045	6.47532063037253	0.0178949508189668	-119.62559253	38.22239868	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	3373	-2.1259430060702	0.29254346	0.0383549668174597	0.093280015	115.465707065538	0.0018452233237972	11.3237181623013	0.0138621324541773	-123.37316042	44.12372248	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1554	-2.63877539533142	0.007976465	-0.155962819117345	0.005741405	35.831090271664	8.73990902053933e-06	12.7961540550758	0.0163457081819838	-118.19397057	35.84420931	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1797	-2.73236859324232	0.195166555	0.246509287458676	0.04900015	46.1115392539173	0.000160883953849057	13.7849361606133	0.0172366770536231	-121.47814145	36.55277848	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2132	-3.05205459296554	0.050163265	-0.172790343591565	0.09005909	78.2439111942569	0.00198956546777405	14.7291669173118	0.0195208361012963	-122.70217539	38.07505555	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1796	-2.92942014314123	0.0043718	-0.168644799555773	0.028124105	86.5897453707189	-0.00121624904845978	12.7272438192979	0.0167054402288819	-122.04659963	36.43839863	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1226	-3.13650546604213	0.015026555	0.150887926988607	0.31719273	46.6724366823641	-0.00440879259102739	12.9317310192646	0.0199568671662957	-117.66425545	34.17999053	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	729	-2.96010816076527	0.00012155	0	0.003759115	21.3871798255266	0.00696447512118925	17.1195515424777	0.017215171354266	-106.41888394	32.58935345	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2390	-2.5257157252614	0.00125649	-0.0905138070822585	0.006801295	92.3775653444135	0.000211587885270657	9.14935912373356	0.015987112884655	-120.83761986	39.75753832	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1225	-3.12453687270352	0.00927622	0.222993965238151	0.73964029	43.0913469479539	-0.00304931730357749	14.4336541432601	0.0196645186513737	-118.21950035	34.08173607	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	1224	-2.48924355624232	0.007076255	0.00971389777265151	0.09394027	33.4971159328826	-0.00312010347310237	16.7493592948995	0.0206525419587344	-118.77319652	33.98102042	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Adelpha bredowii	2216	-3.29154949825164	0.113587465	0.009366921029176	0.08771903	82.3943123756729	0.00187020481368289	14.5437502413988	0.0179502194215506	-122.87111874	38.483018	Nymphalidae	G5	cryptic	yes	82.5	aposematic	1
Agraulis vanillae	1203	0.318402002770091	0.270982835	0.0920087588999379	0.07059873	117.394232898186	0.00667699567191258	15.4233976739387	0.000677439509823635	-84.76506346	35.10742541	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1372	8.12522823322581	0.347081625	-0.0194230061014228	0.210225275	92.7541682567352	-0.00100849550880074	15.7134618140184	0.0117900033219136	-80.5810055	35.53442042	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1123	7.26173336086064	0.290477095	-0.00500451208456202	0.033769015	126.824200789134	0.00694683037431267	15.4519233459081	-0.00190166156952096	-85.9764829	34.77827315	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	463	2.5531553423253	0.0216159	-0.197696249018156	0.080045565	130.187822727057	-0.000573784813046686	20.3358977681551	-3.40843998587177e-05	-84.39391569	30.30869104	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	681	1.03815417166544	0.101258425	-0.125090651028526	0.261476265	72.1471165195585	0.0051668865372865	18.9993593325982	-0.00130370470958956	-97.46381627	32.59111434	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	194	4.28548342604411	0.56218808	-0.0628909557013998	0.02355948	67.6727576253888	0.00564054459639661	21.5221157073975	0.00936464528828894	-97.92030916	28.69103515	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	49	6.26371301287014	0.57500519	0.0243208133934367	0.19392944	39.1637827239405	0.00606676327555014	23.7663465218666	0.00719312659317646	-98.37082827	26.05737878	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	50	1.55021238488688	0.790601755	0.123841344113475	0.16765871	49.6663470005808	0.00635168346014123	23.7474362605657	0.00673520944783789	-97.85796017	26.06718283	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	2049	3.39566824458415	0.02987971	-0.16568549075308	0.33948004	45.367468699395	0.000275082518862857	14.6854169475727	0.0192274283281387	-121.95725444	37.78284503	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	2048	2.85357203666645	0.00209712	-0.186959936903458	0.148188585	78.3435909460084	0.000957330365879334	14.2826926096892	0.0195252846385245	-122.53528767	37.66662565	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	955	1.51540083170896	0.312046255	0.00965586914791592	0.01724319	90.4243606927399	0.00560262767150269	17.566346441706	0.00265656820743068	-96.3553701	34.3154996	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	834	15.635459200913	0.14719595	0.00513799273449822	0.034895745	105.911219832225	3.94795003900606e-05	18.1051285060552	-0.000642414233537997	-84.53965079	32.92935552	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	688	11.8322262351869	0.16684885	-0.149662204453682	0.15242726	102.910258101347	0.00658101610236702	18.8730772542648	0.00605382137502145	-93.55520241	32.57553583	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1202	10.2954475083348	0.12770493	-0.053040089475882	0.178943195	120.85929694084	0.00819883678219933	15.1355771938196	0.0019135203784825	-85.33981564	35.15666361	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	222	1.27000780900786	0.334830915	-0.0686533446985518	0.02242112	109.823398973697	0.00175514849551485	23.2192311745424	0.0167499032564293	-81.07399731	27.73082226	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	353	4.41454369813128	0.012139485	-0.223964780559621	0.132890605	128.964425353477	0.00482954148902455	21.0711541573207	0.00425475164846846	-89.87088763	29.85043998	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	41	-6.59681850168972	0	-0.133942433982509	0.0101223	106.844232476675	0.00612173121340527	25.6887824107439	0.0186981796758462	-81.12943102	24.62399503	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	336	0.820654973414792	0.010171115	-0.15861302630988	0.03475469	51.0913470591872	0.00510234875657426	20.2990388289476	0.0049252436703776	-99.03112545	29.97099694	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	352	-4.88741074392097	0.08765052	-0.216969948809927	0.108536255	129.711220360719	0.00425712946828369	21.0461541995024	0.00551761358874069	-90.40822885	29.87722723	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	342	4.4079056586924	0.534540005	-0.0510918103222413	0.270530335	94.1811714319465	0.00625565862080076	21.2341349243354	0.00604872947434678	-95.79575003	30.0097734	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	269	6.68111721475388	0.01962165	-0.130557633471754	0.16423169	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.47180221	28.09190842	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	126	-0.177667208007859	0.041770885	-0.119805705656223	0.388852515	140.695515543987	0.00409223442008416	24.7041670664763	0.0182306354015312	-80.29980171	26.29307395	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	104	3.98998122590117	0.01233736	-0.127561668253944	0.46064562	132.594874172257	0.00433157542077788	25.0567311445872	0.0191249224196154	-80.38416352	25.85948538	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	508	-0.685898334664736	0.25904161	-0.120804475819322	0.0759417	123.922437937214	0.00587158250371434	19.5934298069049	0.00576975886980291	-92.50117853	31.25658604	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	149	-0.955849179194901	0.380757215	-0.0685397715373041	0.094122055	121.162502129873	0.00418736841615085	23.941346568939	0.0171416786788202	-81.74877453	26.93330432	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	417	-1.44457799972887	0.203930945	-0.0577132865773184	0.08444092	112.870194143974	0.00100278488386515	21.1259618569643	0.0115504994275501	-82.32796437	29.64861668	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	388	3.84118865621521	0.002624705	-0.160461230382288	0.224719185	69.8532063105168	0.00558071850711514	20.6458335916201	0.0030424246701776	-97.96425278	30.42678471	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	657	2.50101002542287	0.00242365	-0.0647295155863219	0.011934525	31.7102570198954	0.000541442226090749	16.7663464179406	0.0228407551194979	-110.74703005	31.70648463	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	596	5.14572875751875	0.01434044	0.0286047502824248	0.01227213	34.2685903960314	0.00169395111201497	16.3333335992617	0.0223820947541426	-110.11953888	31.34555361	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	836	-0.593308675357906	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	980	4.33553553772543	0.06461779	-0.0407368019440093	0.234620635	93.2403862583332	0.000201639207076209	17.2397438967839	0.000470116429323209	-82.15601061	33.55183167	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	985	14.3067780235189	0.00402735	-0.0480517051125132	0.029322095	106.130130052567	0.00595633180268813	18.8608977443133	0.00806312460757025	-79.36974955	33.20840813	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	905	3.23658609746651	0.153113155	0.0410199042331909	0.079631655	96.2939118651243	0.00049182583199376	17.8432694948637	-0.000272538705186089	-83.91185813	33.30226978	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1059	20.7314322193014	0.08809832	-0.123866561835704	0.09259726	105.394553126433	0.00345923026259028	18.2782054512929	0.00615679477012312	-79.27088269	33.63086121	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	977	3.03485368847154	0.19104676	-0.0391182162429857	0.25663827	103.819232436327	0.00149692605745663	17.0942310797863	0.00193269647087251	-83.83972237	33.72773855	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	826	-1.67440351893385	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	265	6.48158154539495	0.154707465	-0.118071921457121	0.299608585	112.18974566345	-0.000386023356271301	22.7599362287766	0.0157244310495958	-82.55561088	28.35740928	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	175	4.83501806826567	0.6131914	0.00726042296646313	0.10343676	114.793592002147	0.00230562402032662	23.1980773271658	0.0162171655464818	-81.67068903	27.3660921	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	82	1.34322361652024	0.06895236	-0.0897485647997315	0.139019805	116.860258423556	0.00497818735450292	25.2455131854766	0.0185759810118578	-80.46763165	25.42508076	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	293	10.5020877693136	0.26454218	-0.115631439921901	0.58549008	100.518270835663	0.00561692483072859	21.1092951939656	0.00728819911706479	-95.2605706	29.57393376	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	62	-3.1575549100983	0	-0.133942433982509	0.00923606	116.860258423556	0.00497818735450292	25.2455131854766	0.0185759810118578	-80.5502201	24.98984408	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	40	-4.84556965423014	0	-0.133942433982509	0.017192425	104.925322181903	0.00662769788195943	25.7211542374048	0.0182141892249725	-81.62774667	24.6919168	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	705	-1.67060455078448	0.433372115	-0.0210227623431879	0.03406108	101.589424830217	-0.00144318758350399	18.5519234003165	-0.000446496901715951	-84.12324664	32.02271472	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	319	0.40678414173938	0.1027013	-0.110942765621793	0.524883975	109.970194159792	-0.000794576182069488	22.5929491030864	0.0154724119312952	-81.4312537	28.66000535	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1124	3.72555805528429	0.26535141	0.0499995666315151	0.04923035	120.428848057221	0.00622572192012039	15.3766028115717	-0.000135976668229797	-85.4043743	34.73185312	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	403	1.40131927521727	0.0062563	-0.21588931990299	0.078257745	128.704809803611	0.00421562576441104	20.4756413193849	0.00276092711364527	-89.83591214	30.28282511	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	392	7.15973953277578	0.41606869	-0.0104500695744747	0.05821368	98.1474374479208	0.00588844918629393	20.8599362052404	0.00542161757744038	-95.79458121	30.44284487	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	611	2.73729269653342	0.25339969	0.0255241681943921	0.050551575	30.2654652120366	0.00303454736651263	18.5971156469522	0.0120202393156072	-101.88934465	32.0274248	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	177	1.59598870241024	0.511956935	-0.0071054203002519	0.10946116	113.596796861062	0.00363844263934291	23.7993593246509	0.0173610240791158	-80.64155553	27.22963535	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	152	1.5979168292136	0.09978101	-0.115571830393742	0.38533821	134.694232747341	0.00436834712538037	24.3089747245495	0.0178998994447019	-80.21453194	26.72586237	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	219	-1.50610637171186	0.013587335	-0.135032363114078	0.474392805	114.614425228956	0.00173387807442147	23.0432695394907	0.0152393862962277	-82.62982883	27.92560762	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	103	0.736051624361322	4.05e-05	-0.133763102188208	0.001678135	129.630130978731	0.00544827112915155	25.0189105853056	0.0185497973523261	-80.88939687	25.93046339	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	221	6.48566988681103	0.380331865	-0.0700656496979919	0.1879692	107.721476456294	0.00279572158554178	22.9987182953419	0.0150861479170218	-81.59174976	27.79812764	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1215	6.81757240473604	0.04244658	-0.164447306181557	0.13697693	116.616668552733	0.00767675881121917	17.9126605215745	0.00790940287194084	-77.94387871	34.31710576	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	266	4.85254772970116	0.286590215	-0.0796872072802231	0.13198772	114.194873660421	8.05541735228604e-05	22.8551285175177	0.0151701804826157	-82.03335051	28.29461214	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	124	3.38716196368196	0.352853855	-0.0330934344081993	0.098412945	123.332694302767	0.00603785837637623	24.5641029492403	0.0178304479478653	-81.31641743	26.4332029	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	757	5.79725947700405	0.70155943	0.0306496960158638	0.018787035	115.981091702596	0.00672597994500888	18.576282333105	0.00200097032446766	-90.73669935	32.91770906	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	267	5.35935610928029	0.158345435	-0.104902878930641	0.344593225	107.955770908449	0.000355505609950951	22.895352941293	0.0158043970855967	-81.51194274	28.2294268	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	1145	-2.68764208249617	0.010191735	0	0.416114515	24.8003209136809	-0.00341369999045199	18.0221157349073	0.0208157073793237	-118.08787557	33.6648018	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	419	8.26289274262344	0.049064815	-0.113742592904107	0.092267085	109.467843731754	0.000330127922516515	21.9382482196531	0.0143559173318271	-81.26717093	29.51906353	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	521	5.8057221302757	0.375148335	-0.118337466100766	0.04302442	120.285899198972	0.000515152415644814	19.6330131384043	-0.00032571394522529	-85.40986795	30.83938965	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	710	4.53180223814547	0.00406603	-0.0546448482617896	0.0462516	99.7884629139533	0.000420317496817461	19.8496797879537	0.00775210021701456	-81.38527327	31.72262165	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	514	16.8394929180357	0.123339015	-0.0168992272106916	0.065355035	125.123399675466	0.00383904809627436	19.1929489970207	0.00178518172751515	-89.21856671	31.11616294	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	268	5.02325010041886	0.333320435	-0.0585733855458917	0.067072705	113.37115534758	0.000764159324977436	23.0823721304918	0.0159004012540698	-80.99141695	28.16185744	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	459	3.700750544841	0.0241775	-0.192187685899249	0.1246111	128.23982589477	0.00459416997164056	20.0326926352886	0.00125550295495465	-86.54945252	30.50058808	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	320	3.18976622380864	0.06146877	-0.118139671611781	0.15050548	116.570835526173	-0.00136303766180094	22.7618593986218	0.0152425310347741	-80.9079255	28.59216656	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Agraulis vanillae	367	4.23713576949034	0.4520553	-0.0353923208338025	0.132063315	113.283976235069	0.00167446725280211	21.6637824131892	0.0136600911885352	-82.40469247	29.21889794	Nymphalidae	G5	aposematic	yes	79	aposematic	3
Amblyscirtes aesculapius	836	-0.405094802332451	0.067355605	-0.0617217263048393	0.12243194	91.5833347134101	-0.00166285035581247	18.141346396544	-0.00199122508435046	-83.42747602	32.8207102	Hesperiidae	G4	aposematic	no	34	cryptic	1
Amblyscirtes aesculapius	977	1.39382909805397	0.19104676	-0.0391182162429857	0.25663827	103.819232436327	0.00149692605745663	17.0942310797863	0.00193269647087251	-83.83972237	33.72773855	Hesperiidae	G4	aposematic	no	34	cryptic	1
Amblyscirtes aesculapius	826	0.520468102674965	0.109135975	-0.124936441786855	0.034905685	118.665547189709	0.00714307622646664	17.4134618273148	0.00233039736872564	-89.01715506	33.26311782	Hesperiidae	G4	aposematic	no	34	cryptic	1
Amblyscirtes aesculapius	1457	-0.403054997792907	0.139914	-0.187040366956132	0.360959115	95.3285272104236	-2.1213913884578e-05	15.8804489725675	0.00909204903993024	-78.75857597	35.7354583	Hesperiidae	G4	aposematic	no	34	cryptic	1
Amblyscirtes aesculapius	905	0.531817761437781	0.153113155	0.0410199042331909	0.079631655	96.2939118651243	0.00049182583199376	17.8432694948637	-0.000272538705186089	-83.91185813	33.30226978	Hesperiidae	G4	aposematic	no	34	cryptic	1
