"Site"	"Year"	"N.species"	"Evenness"	"N.butterflies"	"Party_Hours"	"Longitude"	"Latitude"	"grid_id"	"EcoI"	"EcoII"	"EcoregionI"	"EcoregionII"
"Adams Co._-83.4136_38.7718"	2017	51	0.758939277988243	1014	32	-83.4136	38.7718	1944	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Adams Co._-83.4136_38.7718"	2018	41	0.811529315740098	642	31	-83.4136	38.7718	1944	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	1995	28	0.720831351970762	481	10	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	1998	28	0.679733835080977	674	7	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2000	26	0.673991653611446	958	20.5	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2001	31	0.797711195996427	625	18	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2002	39	0.669519396029217	2237	22	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2003	38	0.633281918998042	1302	20.5	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2009	43	0.677919787393037	2272	19.0343580470163	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2010	38	0.689487562846942	1281	15.5280289330922	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2011	39	0.756487829197296	930	13.5244122965642	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2012	34	0.659224521187465	1075	14.5	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2013	30	0.392762179483817	2175	14.5	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2014	38	0.704651716433046	895	16	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2015	36	0.67063878066084	1118	16	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2016	41	0.66946758084606	1518	18	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2017	39	0.755312591275923	1098	19	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Airlie Center, VA._-77.7943_38.7566"	2018	45	0.664689729560351	2267	31	-77.7943	38.7566	2037	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Akron, OH._-81.5637_41.0605"	2001	23	0.729963823086822	270	4	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2002	26	0.741525045651196	444	5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2003	31	0.697783310571075	579	9	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2004	21	0.80677139010958	139	6	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2005	32	0.708911666615517	481	7	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2006	20	0.796947205550215	180	7.5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2007	34	0.757041492338956	838	24	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2009	18	0.868339179874423	99	8	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2010	40	0.674354564444847	1273	8	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2011	28	0.701687677988103	656	11.5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2012	44	0.669288710305598	1363	20	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2013	32	0.543181052488514	1333	20.5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2016	34	0.643458206374935	1103	13.5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2017	36	0.739133877717334	799	12	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Akron, OH._-81.5637_41.0605"	2018	36	0.779999876412086	870	11.5	-81.5637	41.0605	2452	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Alexandria, LA._-92.467_31.2742"	1999	31	0.825494625911968	341	6	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2000	30	0.894636961197881	123	7	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2001	24	0.87005803605212	115	6	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2002	23	0.920109336881345	84	7	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2003	21	0.81272302060491	115	7	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2004	14	0.885351627959256	116	6	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2005	24	0.865022813770695	102	4.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2006	21	0.914482238510217	57	5.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2007	39	0.656620519358048	372	12	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2008	33	0.785904369571712	201	10	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2009	40	0.843320766199871	453	9.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2010	45	0.647696366755804	1136	9.01627486437613	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2011	43	0.723322822426515	570	13.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2012	29	0.78231861814839	267	9.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2013	43	0.758951386406669	364	12.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2014	35	0.73272535032316	401	12.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2015	34	0.783296345725782	452	13	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2016	48	0.690163099294762	925	10	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2017	24	0.643328580461726	458	6	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Alexandria, LA._-92.467_31.2742"	2018	40	0.760396101573364	359	10.5	-92.467	31.2742	508	8	8.3	"EASTERN TEMPERATE FORESTS"	"SOUTHEASTERN USA PLAINS"
"Algonquin East, ON, Canada._-77.9_45.9833"	1997	16	0.643188622700787	279	24	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	1998	33	0.688269790904918	1397	27	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	1999	35	0.678926119478086	2389	32.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2000	37	0.789500339570191	1016	43	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2002	26	0.740207446231666	384	36.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2003	12	0.553465609660336	210	32.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2004	29	0.612810485522313	1326	48	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2005	21	0.681232910908703	477	23.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2006	22	0.860346011523473	540	22	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2007	27	0.768732999518065	1137	27	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2008	31	0.749777440740086	847	35.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2009	19	0.723902146797544	272	20	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2010	11	0.514460649929333	179	22	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2013	23	0.711380835868184	297	27.5	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin East, ON, Canada._-77.9_45.9833"	2014	18	0.840909847203541	125	20	-77.9	45.9833	3534	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	1995	22	0.542531878585252	935	29	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	1996	34	0.486177515284146	2809	72.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	1997	36	0.626417564343407	1815	67	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	1998	36	0.660693729181277	2785	60	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	1999	41	0.722151260186041	1989	67.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2000	41	0.79268157923927	952	54.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2001	38	0.51750392953411	2258	59	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2002	34	0.722893379121673	1474	83.6509945750452	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2003	36	0.523372496223166	2594	72.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2005	35	0.647155437761853	1840	90.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2006	33	0.466289195304032	2211	49	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2008	40	0.639019225144272	1162	46.6681735985533	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2009	29	0.507378675809429	676	58	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2010	29	0.770495360746421	621	39.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2011	20	0.791535606392117	354	27.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2012	30	0.842521568220188	704	37	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2013	27	0.755204770246448	428	37.5	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Algonquin Park, ON, Canada._-78.4_45.5667"	2014	30	0.609158132478564	788	31	-78.4	45.5667	3439	5	5.2	"NORTHERN FORESTS"	"MIXED WOOD SHIELD"
"Allegan, MI._-86.0074_42.5492"	2001	38	0.730377768570126	573	7	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2004	39	0.679240658547622	475	6.5	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2005	38	0.566596690485254	1914	11.75	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2006	22	0.826284324360022	106	6	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2007	30	0.702738167268589	408	7	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2008	30	0.888448367982816	148	7.5	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2009	24	0.75665189990782	129	8	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2010	32	0.569022938084403	604	8	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
"Allegan, MI._-86.0074_42.5492"	2011	32	0.744008138594136	335	8.5	-86.0074	42.5492	2619	8	8.1	"EASTERN TEMPERATE FORESTS"	"MIXED WOOD PLAINS"
